trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,prasle-line,100,2930,2894,33,72,true
2,prasle-line,100,2881,2854,1,80,true
3,prasle-line,100,2862,2855,1,73,true
4,prasle-line,100,2913,2916,50,66,true
5,prasle-line,100,2879,2720,1,94,true
6,prasle-line,100,2775,2971,43,54,true
7,prasle-line,100,2776,2921,1,76,true
8,prasle-line,100,2763,2869,1,69,true
9,prasle-line,100,2887,3029,38,87,true
10,prasle-line,100,2863,2776,29,54,true
