trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,prasle-mesh,100,3031,2881,38,58,true
2,prasle-mesh,100,2913,2764,1,92,true
3,prasle-mesh,100,2805,2934,1,100,true
4,prasle-mesh,100,2919,2807,1,84,true
5,prasle-mesh,100,2829,2882,1,73,true
6,prasle-mesh,100,2814,2867,1,69,true
7,prasle-mesh,100,2759,2823,35,89,true
8,prasle-mesh,100,2822,2816,1,75,true
9,prasle-mesh,100,2973,2890,1,59,true
10,prasle-mesh,100,2840,3089,1,89,true
