timestamp,node_id,algorithm,first_convergence_time_ms,elections_started,elections_completed,total_election_time_ms,messages_sent,messages_received,bytes_sent,bytes_received,leader_changes,current_leader,time_in_normal_ms,time_in_election_ms,time_in_waiting_ms,state_transitions,timeouts_detected,heartbeats_sent,heartbeats_received,current_state,am_leader,energest_cpu,energest_lpm,energest_tx,energest_rx,elections_won,elections_lost,msg_election_sent,msg_answer_sent,msg_coordinator_sent,msg_alive_sent,msg_election_recv,msg_answer_recv,msg_coordinator_recv,msg_alive_recv,duplicates_filtered,invalid_coordinators,coordinator_reannouncements,alive_adoptions
1460,38,bully,1460,1,0,0,2,2,28,28,1,5,0,1460,0,2,0,0,0,NORMAL,0,1460000,0,3248,1456752,0,0,2,0,0,0,2,0,0,0,0,0,0,0
1448,27,bully,1448,1,0,0,2,2,28,28,1,5,0,1448,0,2,0,0,0,NORMAL,0,1448000,0,3248,1444752,0,0,2,0,0,0,2,0,0,0,0,0,0,0
1563,37,bully,1563,1,0,0,2,2,28,28,1,5,0,1563,0,2,0,0,0,NORMAL,0,1563000,0,3248,1559752,0,0,2,0,0,0,2,0,0,0,0,0,0,0
1839,9,bully,1839,1,0,0,3,8,42,112,1,2,0,1839,0,2,0,0,0,NORMAL,0,1839000,0,6496,1832504,0,0,3,0,0,0,8,0,0,0,0,0,0,0
1662,23,bully,1662,1,0,0,3,9,42,126,1,2,0,1662,0,2,0,0,0,NORMAL,0,1662000,0,6496,1655504,0,0,3,0,0,0,9,0,0,0,0,0,0,0
2033,36,bully,2033,1,0,0,3,9,42,126,1,2,0,2033,0,2,0,0,0,NORMAL,0,2033000,0,6496,2026504,0,0,3,0,0,0,9,0,0,0,0,0,0,0
2013,25,bully,2013,1,0,0,3,9,42,126,1,2,0,2013,0,2,0,0,0,NORMAL,0,2013000,0,6496,2006504,0,0,3,0,0,0,9,0,0,0,0,0,0,0
1538,6,bully,1538,1,0,0,2,10,28,140,1,2,0,1538,0,2,0,0,0,NORMAL,0,1538000,0,6496,1531504,0,0,2,0,0,0,10,0,0,0,0,0,0,0
1629,5,bully,1629,1,0,0,2,10,28,140,1,2,0,1629,0,2,0,0,0,NORMAL,0,1629000,0,7496,1621504,0,0,2,0,0,0,10,0,0,0,0,0,0,0
1779,13,bully,1779,1,0,0,2,9,28,126,1,2,0,1779,0,2,0,0,0,NORMAL,0,1779000,0,8496,1770504,0,0,2,0,0,0,9,0,0,0,0,0,0,0
1970,19,bully,1970,1,0,0,2,9,28,126,1,2,0,1970,0,2,0,0,0,NORMAL,0,1970000,0,8496,1961504,0,0,2,0,0,0,9,0,0,0,0,0,0,0
1419,28,bully,1419,1,0,0,3,10,42,140,1,1,0,1419,0,2,0,0,0,NORMAL,0,1419000,0,6496,1412504,0,0,3,0,0,0,10,0,0,0,0,0,0,0
