timestamp,node_id,algorithm,first_convergence_time_ms,elections_started,elections_completed,total_election_time_ms,messages_sent,messages_received,bytes_sent,bytes_received,leader_changes,current_leader,time_in_normal_ms,time_in_election_ms,time_in_waiting_ms,state_transitions,timeouts_detected,heartbeats_sent,heartbeats_received,current_state,am_leader,energest_cpu,energest_lpm,energest_tx,energest_rx,elections_won,elections_lost,msg_election_sent,msg_answer_sent,msg_coordinator_sent,msg_alive_sent,msg_election_recv,msg_answer_recv,msg_coordinator_recv,msg_alive_recv,duplicates_filtered,invalid_coordinators,coordinator_reannouncements,alive_adoptions
1458,15,bully,1458,1,0,0,1,0,14,0,1,15,0,1458,0,2,0,0,0,LEADER,1,1458000,0,3248,1454752,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1539,3,bully,1539,1,0,0,1,0,14,0,1,3,0,1539,0,2,0,0,0,LEADER,1,1539000,0,3248,1535752,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1491,25,bully,1491,1,0,0,1,0,14,0,1,25,0,1491,0,2,0,0,0,LEADER,1,1491000,0,3248,1487752,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1764,19,bully,1764,1,0,0,1,0,14,0,1,19,0,1764,0,2,0,0,0,LEADER,1,1764000,0,3248,1760752,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1797,29,bully,1797,1,0,0,1,0,14,0,1,29,0,1797,0,2,0,0,0,LEADER,1,1797000,0,3248,1793752,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1885,48,bully,1885,1,0,0,1,0,14,0,1,48,0,1885,0,2,0,0,0,LEADER,1,1885000,0,3248,1881752,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1716,41,bully,1716,1,0,0,1,0,14,0,1,41,0,1716,0,2,0,0,0,LEADER,1,1716000,0,3248,1712752,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1456,5,bully,1456,1,0,0,1,1,14,14,1,5,0,1456,0,2,0,0,0,LEADER,1,1456000,0,3248,1452752,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1742,20,bully,1742,1,0,0,1,0,14,0,1,20,0,1742,0,2,0,0,0,LEADER,1,1742000,0,3248,1738752,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1614,6,bully,1614,1,0,0,1,2,14,28,1,5,0,1614,0,2,0,0,0,NORMAL,0,1614000,0,3248,1610752,0,0,1,0,0,0,2,0,0,0,0,0,0,0
1694,42,bully,1694,1,0,0,1,0,14,0,1,42,0,1694,0,2,0,0,0,LEADER,1,1694000,0,3248,1690752,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1628,22,bully,1628,1,0,0,1,0,14,0,1,22,0,1628,0,2,0,0,0,LEADER,1,1628000,0,3248,1624752,0,0,1,0,0,0,0,0,0,0,0,0,0,0
