trial,algorithm,node_count,noise_level,convergence_time_ms,message_count
1,prasle-mesh,100,50,2895,NA
2,prasle-mesh,100,50,2961,NA
3,prasle-mesh,100,50,2815,NA
4,prasle-mesh,100,50,2790,NA
5,prasle-mesh,100,50,2789,NA
6,prasle-mesh,100,50,2788,NA
7,prasle-mesh,100,50,2827,NA
8,prasle-mesh,100,50,2790,NA
9,prasle-mesh,100,50,2727,NA
10,prasle-mesh,100,50,2829,NA
