trial,algorithm,node_count,crash_time_s,initial_convergence_time_ms,recovery_convergence_time_ms,total_recovery_time_ms
1,prasle-line,100,150,2787,152944,2944
2,prasle-line,100,150,2852,152685,2685
3,prasle-line,100,150,2708,152403,2403
4,prasle-line,100,150,2959,152669,2669
5,prasle-line,100,150,2822,152856,2856
6,prasle-line,100,150,2802,153003,3003
7,prasle-line,100,150,2796,152491,2491
8,prasle-line,100,150,2751,152868,2868
9,prasle-line,100,150,2869,152615,2615
10,prasle-line,100,150,2733,152835,2835
