trial,algorithm,node_count,crash_time_s,initial_convergence_time_ms,recovery_convergence_time_ms,total_recovery_time_ms
1,prasle-ring,100,120,2779,120232,232
2,prasle-ring,100,120,2957,120410,410
3,prasle-ring,100,120,2804,120257,257
4,prasle-ring,100,120,2860,120312,312
5,prasle-ring,100,120,2786,120239,239
6,prasle-ring,100,120,2918,120368,368
7,prasle-ring,100,120,2839,120292,292
8,prasle-ring,100,120,2850,120303,303
9,prasle-ring,100,120,2772,120225,225
10,prasle-ring,100,120,2831,120284,284
