trial,algorithm,node_count,noise_level,convergence_time_ms,message_count
1,bully,10,90,4246,NA
2,bully,10,90,4239,NA
3,bully,10,90,4902,NA
4,bully,10,90,4471,NA
5,bully,10,90,5915,NA
6,bully,10,90,5199,NA
7,bully,10,90,4348,NA
8,bully,10,90,5758,NA
9,bully,10,90,4924,NA
10,bully,10,90,5922,NA
11,bully,10,90,5572,NA
12,bully,10,90,4789,NA
13,bully,10,90,6044,NA
14,bully,10,90,4298,NA
15,bully,10,90,5797,NA
16,bully,10,90,4747,NA
17,bully,10,90,6025,NA
18,bully,10,90,5093,NA
19,bully,10,90,4169,NA
20,bully,10,90,5135,NA
21,bully,10,90,5411,NA
22,bully,10,90,5255,NA
23,bully,10,90,4169,NA
24,bully,10,90,4186,NA
25,bully,10,90,4656,NA
26,bully,10,90,4498,NA
27,bully,10,90,5797,NA
28,bully,10,90,4881,NA
29,bully,10,90,4316,NA
30,bully,10,90,5314,NA
31,bully,10,90,5286,NA
32,bully,10,90,4158,NA
33,bully,10,90,4434,NA
34,bully,10,90,6034,NA
35,bully,10,90,4412,NA
36,bully,10,90,4564,NA
37,bully,10,90,5867,NA
38,bully,10,90,6133,NA
39,bully,10,90,4969,NA
40,bully,10,90,5153,NA
41,bully,10,90,4369,NA
42,bully,10,90,4486,NA
43,bully,10,90,4515,NA
44,bully,10,90,5375,NA
45,bully,10,90,5571,NA
46,bully,10,90,4748,NA
47,bully,10,90,6066,NA
48,bully,10,90,5010,NA
49,bully,10,90,5293,NA
50,bully,10,90,4345,NA
51,bully,10,90,4857,NA
52,bully,10,90,6892,NA
53,bully,10,90,4237,NA
54,bully,10,90,4070,NA
55,bully,10,90,6234,NA
56,bully,10,90,4857,NA
57,bully,10,90,5796,NA
58,bully,10,90,4282,NA
59,bully,10,90,5124,NA
60,bully,10,90,4964,NA
61,bully,10,90,6380,NA
62,bully,10,90,5036,NA
63,bully,10,90,5412,NA
64,bully,10,90,4392,NA
65,bully,10,90,4652,NA
66,bully,10,90,4715,NA
67,bully,10,90,5363,NA
68,bully,10,90,6106,NA
69,bully,10,90,4502,NA
70,bully,10,90,5032,NA
71,bully,10,90,5552,NA
72,bully,10,90,5441,NA
73,bully,10,90,5148,NA
74,bully,10,90,4727,NA
75,bully,10,90,5282,NA
76,bully,10,90,4739,NA
77,bully,10,90,4433,NA
78,bully,10,90,4899,NA
79,bully,10,90,5182,NA
80,bully,10,90,4542,NA
81,bully,10,90,6246,NA
82,bully,10,90,5202,NA
83,bully,10,90,6035,NA
84,bully,10,90,4201,NA
85,bully,10,90,4178,NA
86,bully,10,90,4872,NA
87,bully,10,90,6155,NA
88,bully,10,90,5702,NA
89,bully,10,90,5002,NA
90,bully,10,90,5114,NA
91,bully,10,90,5514,NA
92,bully,10,90,4903,NA
93,bully,10,90,5565,NA
94,bully,10,90,4958,NA
95,bully,10,90,4276,NA
96,bully,10,90,4929,NA
97,bully,10,90,5086,NA
98,bully,10,90,6035,NA
99,bully,10,90,4701,NA
100,bully,10,90,4514,NA
