trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,prasle-mesh,100,2864,2771,1,98,true
2,prasle-mesh,100,2891,2889,1,89,true
3,prasle-mesh,100,2860,3028,35,76,true
4,prasle-mesh,100,2846,2866,1,78,true
5,prasle-mesh,100,2927,2916,1,94,true
6,prasle-mesh,100,2777,2862,25,53,true
7,prasle-mesh,100,2819,2858,43,78,true
8,prasle-mesh,100,2825,2794,35,79,true
9,prasle-mesh,100,2886,2906,1,75,true
10,prasle-mesh,100,2767,2877,1,96,true
