trial,algorithm,node_count,convergence_time_ms
2,prasle-mesh,100,2734
4,prasle-mesh,100,2854
3,prasle-mesh,100,2784
7,prasle-mesh,100,2787
1,prasle-mesh,100,2898
5,prasle-mesh,100,2722
6,prasle-mesh,100,2802
8,prasle-mesh,100,2750
9,prasle-mesh,100,2767
10,prasle-mesh,100,2704
