trial,algorithm,node_count,convergence_time_ms
6,prasle,5,3707
10,prasle,5,3739
11,prasle,5,3526
8,prasle,5,3044
2,prasle,5,2963
3,prasle,5,3087
5,prasle,5,3183
9,prasle,5,2828
14,prasle,5,3574
1,prasle,5,3196
4,prasle,5,3232
13,prasle,5,3136
7,prasle,5,3305
12,prasle,5,2889
16,prasle,5,2935
15,prasle,5,3434
17,prasle,5,3586
18,prasle,5,2983
19,prasle,5,3382
20,prasle,5,3229
22,prasle,5,3096
21,prasle,5,3310
24,prasle,5,3443
29,prasle,5,3593
28,prasle,5,2996
27,prasle,5,3247
23,prasle,5,2902
26,prasle,5,3032
25,prasle,5,3026
30,prasle,5,3195
31,prasle,5,3273
33,prasle,5,3032
32,prasle,5,3268
34,prasle,5,3071
37,prasle,5,3295
35,prasle,5,3055
36,prasle,5,3101
39,prasle,5,3137
41,prasle,5,3276
38,prasle,5,3629
40,prasle,5,3496
42,prasle,5,3154
44,prasle,5,2859
46,prasle,5,2852
45,prasle,5,3397
43,prasle,5,3374
47,prasle,5,3630
48,prasle,5,3516
49,prasle,5,3122
50,prasle,5,2836
51,prasle,5,3368
52,prasle,5,3696
56,prasle,5,2976
55,prasle,5,3581
54,prasle,5,3101
53,prasle,5,3125
57,prasle,5,3295
58,prasle,5,3352
60,prasle,5,2998
61,prasle,5,2944
59,prasle,5,3645
62,prasle,5,3032
63,prasle,5,3036
64,prasle,5,3223
65,prasle,5,3052
66,prasle,5,3364
67,prasle,5,3471
69,prasle,5,3195
68,prasle,5,3549
70,prasle,5,2814
71,prasle,5,3014
72,prasle,5,3341
73,prasle,5,3755
74,prasle,5,3182
75,prasle,5,3267
77,prasle,5,3419
76,prasle,5,3004
79,prasle,5,3264
78,prasle,5,2788
80,prasle,5,2948
82,prasle,5,3655
81,prasle,5,3618
85,prasle,5,3514
83,prasle,5,2841
84,prasle,5,3201
86,prasle,5,3360
87,prasle,5,3008
89,prasle,5,2874
88,prasle,5,2859
90,prasle,5,2949
91,prasle,5,3002
92,prasle,5,3579
93,prasle,5,3080
94,prasle,5,3140
95,prasle,5,3007
96,prasle,5,2959
97,prasle,5,3396
98,prasle,5,3051
99,prasle,5,3021
100,prasle,5,3286
