trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,prasle-mesh,50,2792,2842,15,26,true
2,prasle-mesh,50,3000,2961,1,49,true
3,prasle-mesh,50,2930,2892,1,50,true
4,prasle-mesh,50,2991,2977,1,39,true
5,prasle-mesh,50,2820,2965,1,32,true
6,prasle-mesh,50,3019,2892,1,28,true
7,prasle-mesh,50,2863,2987,1,45,true
8,prasle-mesh,50,3194,2900,19,38,true
9,prasle-mesh,50,2743,3104,1,28,true
10,prasle-mesh,50,2796,2921,25,30,true
