trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,adaptive-prasle-line,100,1427,1571,50,100,true
2,adaptive-prasle-line,100,1548,1467,50,100,true
3,adaptive-prasle-line,100,1578,1598,50,100,true
4,adaptive-prasle-line,100,1478,1696,50,100,true
5,adaptive-prasle-line,100,1577,1580,50,100,true
6,adaptive-prasle-line,100,1603,1555,50,100,true
7,adaptive-prasle-line,100,1443,1580,50,100,true
8,adaptive-prasle-line,100,1584,1561,50,100,true
9,adaptive-prasle-line,100,1755,1560,50,100,true
10,adaptive-prasle-line,100,1731,1595,50,100,true
