trial,algorithm,node_count,convergence_time_ms
4,prasle-ring,100,2789
5,prasle-ring,100,2809
1,prasle-ring,100,2817
9,prasle-ring,100,2820
7,prasle-ring,100,2899
8,prasle-ring,100,2919
2,prasle-ring,100,2713
10,prasle-ring,100,2772
13,prasle-ring,100,2788
11,prasle-ring,100,2905
3,prasle-ring,100,2824
14,prasle-ring,100,2738
6,prasle-ring,100,2945
12,prasle-ring,100,2894
18,prasle-ring,100,2819
16,prasle-ring,100,2887
17,prasle-ring,100,2784
19,prasle-ring,100,2812
20,prasle-ring,100,2913
15,prasle-ring,100,2782
21,prasle-ring,100,2859
26,prasle-ring,100,2808
25,prasle-ring,100,2907
22,prasle-ring,100,2773
24,prasle-ring,100,2756
27,prasle-ring,100,2767
28,prasle-ring,100,2837
23,prasle-ring,100,2771
29,prasle-ring,100,2869
30,prasle-ring,100,2778
33,prasle-ring,100,2777
32,prasle-ring,100,2811
35,prasle-ring,100,2781
31,prasle-ring,100,2739
34,prasle-ring,100,2816
37,prasle-ring,100,2977
36,prasle-ring,100,2846
39,prasle-ring,100,2734
38,prasle-ring,100,2752
41,prasle-ring,100,2767
42,prasle-ring,100,2780
40,prasle-ring,100,2881
43,prasle-ring,100,2869
44,prasle-ring,100,2873
46,prasle-ring,100,2842
47,prasle-ring,100,2786
48,prasle-ring,100,2788
45,prasle-ring,100,2787
49,prasle-ring,100,2827
50,prasle-ring,100,2877
51,prasle-ring,100,2718
52,prasle-ring,100,2895
53,prasle-ring,100,2808
56,prasle-ring,100,2922
54,prasle-ring,100,2757
55,prasle-ring,100,2870
57,prasle-ring,100,2948
61,prasle-ring,100,2790
59,prasle-ring,100,2804
63,prasle-ring,100,2785
58,prasle-ring,100,2830
60,prasle-ring,100,2963
62,prasle-ring,100,2753
64,prasle-ring,100,2871
65,prasle-ring,100,2850
69,prasle-ring,100,2845
68,prasle-ring,100,2904
70,prasle-ring,100,2895
66,prasle-ring,100,2864
67,prasle-ring,100,2839
71,prasle-ring,100,2736
73,prasle-ring,100,2835
76,prasle-ring,100,2974
72,prasle-ring,100,2826
74,prasle-ring,100,2809
75,prasle-ring,100,2814
77,prasle-ring,100,2817
78,prasle-ring,100,2755
82,prasle-ring,100,2897
83,prasle-ring,100,2841
79,prasle-ring,100,2770
80,prasle-ring,100,2787
81,prasle-ring,100,2812
84,prasle-ring,100,2815
86,prasle-ring,100,2896
85,prasle-ring,100,2800
88,prasle-ring,100,2836
87,prasle-ring,100,2839
89,prasle-ring,100,2763
90,prasle-ring,100,2791
91,prasle-ring,100,2917
92,prasle-ring,100,2905
95,prasle-ring,100,2801
93,prasle-ring,100,2715
94,prasle-ring,100,2748
96,prasle-ring,100,2750
97,prasle-ring,100,2822
98,prasle-ring,100,2753
99,prasle-ring,100,2825
100,prasle-ring,100,2984
