trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,prasle-ring,100,2827,2833,28,92,true
2,prasle-ring,100,2928,2819,34,95,true
3,prasle-ring,100,2920,2954,1,90,true
4,prasle-ring,100,2979,2883,48,88,true
5,prasle-ring,100,2822,3030,18,82,true
6,prasle-ring,100,2978,2840,1,55,true
7,prasle-ring,100,2782,3070,1,77,true
8,prasle-ring,100,3083,3008,1,54,true
9,prasle-ring,100,2883,2868,36,69,true
10,prasle-ring,100,2991,2871,1,63,true
