trial,algorithm,node_count,crash_time_s,initial_convergence_time_ms,recovery_convergence_time_ms,total_recovery_time_ms
1,adaptive-prasle,50,75,1448,75197,197
2,adaptive-prasle,50,75,1938,75148,148
3,adaptive-prasle,50,75,1674,75122,122
4,adaptive-prasle,50,75,1592,75617,617
5,adaptive-prasle,50,75,1741,75403,403
6,adaptive-prasle,50,75,1606,75377,377
7,adaptive-prasle,50,75,1656,75511,511
8,adaptive-prasle,50,75,1658,75744,744
9,adaptive-prasle,50,75,1807,75295,295
10,adaptive-prasle,50,75,1517,75168,168
