trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,prasle-line,10,2882,3241,1,6,true
2,prasle-line,10,3826,3022,1,6,true
3,prasle-line,10,3261,3651,1,6,true
4,prasle-line,10,3376,3714,1,6,true
5,prasle-line,10,3520,2936,1,6,true
6,prasle-line,10,3002,3002,1,6,true
7,prasle-line,10,3333,3232,1,6,true
8,prasle-line,10,3351,3054,1,6,true
9,prasle-line,10,3173,3321,1,6,true
10,prasle-line,10,3272,3065,1,6,true
11,prasle-line,10,3164,3173,1,6,true
12,prasle-line,10,3621,3518,1,6,true
13,prasle-line,10,2895,3189,1,6,true
14,prasle-line,10,3210,2791,1,6,true
15,prasle-line,10,2852,3479,1,6,true
16,prasle-line,10,3629,3079,1,6,true
17,prasle-line,10,2962,3602,1,6,true
18,prasle-line,10,3154,3027,1,6,true
19,prasle-line,10,3424,2967,1,6,true
20,prasle-line,10,3214,2888,1,6,true
21,prasle-line,10,3243,2903,1,6,true
22,prasle-line,10,3209,3061,1,6,true
23,prasle-line,10,3247,3030,1,6,true
24,prasle-line,10,3274,3299,1,6,true
25,prasle-line,10,3387,3630,1,6,true
26,prasle-line,10,2974,3452,1,6,true
27,prasle-line,10,3262,3079,1,6,true
28,prasle-line,10,3125,3913,1,6,true
29,prasle-line,10,3573,2965,1,6,true
30,prasle-line,10,3189,3678,1,6,true
31,prasle-line,10,2976,3328,1,6,true
32,prasle-line,10,2881,3357,1,6,true
33,prasle-line,10,3151,3129,1,6,true
34,prasle-line,10,2892,2900,1,6,true
35,prasle-line,10,3278,3062,1,6,true
36,prasle-line,10,3525,3212,1,6,true
37,prasle-line,10,3206,3020,1,6,true
38,prasle-line,10,3170,3255,1,6,true
39,prasle-line,10,3267,3108,1,6,true
40,prasle-line,10,3283,3501,1,6,true
41,prasle-line,10,3273,3587,1,6,true
42,prasle-line,10,3515,3157,1,6,true
43,prasle-line,10,3137,3389,1,6,true
44,prasle-line,10,3224,3033,1,6,true
45,prasle-line,10,3698,3282,1,6,true
46,prasle-line,10,3536,3093,1,6,true
47,prasle-line,10,3134,3041,1,6,true
48,prasle-line,10,3785,3236,1,6,true
49,prasle-line,10,3088,3302,1,6,true
50,prasle-line,10,3033,3076,1,6,true
51,prasle-line,10,3344,2821,1,6,true
52,prasle-line,10,3272,2783,1,6,true
53,prasle-line,10,3421,2949,1,6,true
54,prasle-line,10,2968,3150,1,6,true
55,prasle-line,10,3208,3428,1,6,true
56,prasle-line,10,3483,3042,1,6,true
57,prasle-line,10,3512,2970,1,6,true
58,prasle-line,10,3327,2881,1,6,true
59,prasle-line,10,3504,3024,1,6,true
60,prasle-line,10,3193,3296,1,6,true
61,prasle-line,10,3559,3099,1,6,true
62,prasle-line,10,3528,3037,1,6,true
63,prasle-line,10,3238,3076,1,6,true
64,prasle-line,10,3215,3191,1,6,true
65,prasle-line,10,3435,2799,1,6,true
66,prasle-line,10,2905,3266,1,6,true
67,prasle-line,10,3052,3063,1,6,true
68,prasle-line,10,3068,2735,1,6,true
69,prasle-line,10,3406,3257,1,6,true
70,prasle-line,10,3151,3089,1,6,true
71,prasle-line,10,2787,3030,1,6,true
72,prasle-line,10,3403,2857,1,6,true
73,prasle-line,10,3351,2971,1,6,true
74,prasle-line,10,3427,3080,1,6,true
75,prasle-line,10,3199,3293,1,6,true
76,prasle-line,10,3173,3247,1,6,true
77,prasle-line,10,3389,3127,1,6,true
78,prasle-line,10,3028,3183,1,6,true
79,prasle-line,10,3333,3234,1,6,true
80,prasle-line,10,3430,3153,1,6,true
81,prasle-line,10,3425,3243,1,6,true
82,prasle-line,10,3193,3576,1,6,true
83,prasle-line,10,3225,2887,1,6,true
84,prasle-line,10,3147,3114,1,6,true
85,prasle-line,10,3504,3185,1,6,true
86,prasle-line,10,2927,3103,1,6,true
87,prasle-line,10,3260,3026,1,6,true
88,prasle-line,10,2793,3349,1,6,true
89,prasle-line,10,3435,2839,1,6,true
90,prasle-line,10,3200,2957,1,6,true
91,prasle-line,10,3073,3386,1,6,true
92,prasle-line,10,3237,3010,1,6,true
93,prasle-line,10,3035,3220,1,6,true
94,prasle-line,10,3261,3100,1,6,true
95,prasle-line,10,3062,3135,1,6,true
96,prasle-line,10,3842,3064,1,6,true
97,prasle-line,10,3132,3716,1,6,true
98,prasle-line,10,2896,3245,1,6,true
99,prasle-line,10,3347,3163,1,6,true
100,prasle-line,10,2981,3046,1,6,true
