trial,algorithm,node_count,crash_time_s,initial_convergence_time_ms,recovery_convergence_time_ms,total_recovery_time_ms
1,adaptive-prasle,10,60,1931,62708,2708
2,adaptive-prasle,10,60,1627,60846,846
3,adaptive-prasle,10,60,1752,60788,788
4,adaptive-prasle,10,60,1936,61867,1867
5,adaptive-prasle,10,60,2041,64875,4875
6,adaptive-prasle,10,60,1509,60387,387
7,adaptive-prasle,10,60,1877,60330,330
8,adaptive-prasle,10,60,1858,60573,573
9,adaptive-prasle,10,60,2022,61557,1557
10,adaptive-prasle,10,60,1824,64495,4495
