timestamp,node_id,algorithm,first_convergence_time_ms,elections_started,elections_completed,total_election_time_ms,messages_sent,messages_received,bytes_sent,bytes_received,leader_changes,current_leader,time_in_normal_ms,time_in_election_ms,time_in_waiting_ms,state_transitions,timeouts_detected,heartbeats_sent,heartbeats_received,current_state,am_leader,energest_cpu,energest_lpm,energest_tx,energest_rx,elections_won,elections_lost,msg_election_sent,msg_answer_sent,msg_coordinator_sent,msg_alive_sent,msg_election_recv,msg_answer_recv,msg_coordinator_recv,msg_alive_recv,duplicates_filtered,invalid_coordinators,coordinator_reannouncements,alive_adoptions
10164,2,bully,4714,2,2,70,4,92,32,736,1,10,5450,70,4481,6,1,0,2,NORMAL,0,10164000,0,12224,10151776,0,2,2,2,0,0,14,74,2,2,0,0,0,0
10028,5,bully,4501,2,2,64,8,86,64,688,1,10,5527,64,4410,6,1,0,2,NORMAL,0,10028000,0,25448,10002552,0,2,2,6,0,0,13,69,2,2,0,0,0,0
10913,7,bully,5260,2,2,127,12,84,96,672,1,10,5653,127,4221,6,1,0,2,NORMAL,0,10913000,0,41728,10871272,0,2,2,10,0,0,14,66,2,2,0,0,0,0
10722,1,bully,5043,2,2,115,2,94,16,752,1,10,5679,115,4207,6,1,0,2,NORMAL,0,10722000,0,8112,10713888,0,2,2,0,0,0,14,76,2,2,0,0,0,0
11049,4,bully,5186,2,2,56,7,89,56,712,1,10,5863,56,4082,6,1,0,2,NORMAL,0,11049000,0,24392,11024608,0,2,2,5,0,0,14,71,2,2,0,0,0,0
10354,8,bully,4462,2,1,103,13,78,104,624,1,10,5892,108,4000,5,1,0,2,NORMAL,0,10354000,0,43728,10310272,0,1,2,11,0,0,13,61,2,2,0,0,0,0
10777,10,bully,4776,1,1,4001,21,76,168,608,1,10,6001,4001,0,2,1,3,0,LEADER,1,10777000,0,66120,10710880,1,0,1,15,2,3,15,61,0,0,0,0,1,0
11334,9,bully,5103,1,1,53,15,82,120,656,1,10,6231,53,3717,4,0,0,3,NORMAL,0,11334000,0,49840,11284160,0,1,1,14,0,0,15,62,2,3,0,0,0,0
11470,6,bully,5088,1,1,54,10,87,80,696,1,10,6382,54,3565,4,0,0,3,NORMAL,0,11470000,0,38616,11431384,0,1,1,9,0,0,15,67,2,3,0,0,0,0
11607,3,bully,4854,1,1,26,5,92,40,736,1,10,6753,26,3222,4,0,0,3,NORMAL,0,11607000,0,15280,11591720,0,1,1,4,0,0,15,72,2,3,0,0,0,0
20164,2,bully,4714,2,2,70,4,97,32,776,1,10,15450,70,4481,6,1,0,7,NORMAL,0,20164000,0,12224,20151776,0,2,2,2,0,0,14,74,2,7,0,0,0,0
20028,5,bully,4501,2,2,64,8,91,64,728,1,10,15527,64,4410,6,1,0,7,NORMAL,0,20028000,0,28248,19999752,0,2,2,6,0,0,13,69,2,7,0,0,0,0
20913,7,bully,5260,2,2,127,12,89,96,712,1,10,15653,127,4221,6,1,0,7,NORMAL,0,20913000,0,41728,20871272,0,2,2,10,0,0,14,66,2,7,0,0,0,0
20722,1,bully,5043,2,2,115,2,99,16,792,1,10,15679,115,4207,6,1,0,7,NORMAL,0,20722000,0,8112,20713888,0,2,2,0,0,0,14,76,2,7,0,0,0,0
21049,4,bully,5186,2,2,56,7,94,56,752,1,10,15863,56,4082,6,1,0,7,NORMAL,0,21049000,0,27192,21021808,0,2,2,5,0,0,14,71,2,7,0,0,0,0
20354,8,bully,4462,2,1,103,13,83,104,664,1,10,15892,108,4000,5,1,0,7,NORMAL,0,20354000,0,43728,20310272,0,1,2,11,0,0,13,61,2,7,0,0,0,0
20777,10,bully,4776,1,1,4001,26,76,208,608,1,10,16001,4001,0,2,1,8,0,LEADER,1,20777000,0,81400,20695600,1,0,1,15,2,8,15,61,0,0,0,0,1,0
21334,9,bully,5103,1,1,53,15,87,120,696,1,10,16231,53,3717,4,0,0,8,NORMAL,0,21334000,0,49840,21284160,0,1,1,14,0,0,15,62,2,8,0,0,0,0
21470,6,bully,5088,1,1,54,10,92,80,736,1,10,16382,54,3565,4,0,0,8,NORMAL,0,21470000,0,38616,21431384,0,1,1,9,0,0,15,67,2,8,0,0,0,0
21607,3,bully,4854,1,1,26,5,97,40,776,1,10,16753,26,3222,4,0,0,8,NORMAL,0,21607000,0,15280,21591720,0,1,1,4,0,0,15,72,2,8,0,0,0,0
30164,2,bully,4714,2,2,70,4,102,32,816,1,10,25450,70,4481,6,1,0,12,NORMAL,0,30164000,0,12224,30151776,0,2,2,2,0,0,14,74,2,12,0,0,0,0
30028,5,bully,4501,2,2,64,8,96,64,768,1,10,25527,64,4410,6,1,0,12,NORMAL,0,30028000,0,28248,29999752,0,2,2,6,0,0,13,69,2,12,0,0,0,0
30913,7,bully,5260,2,2,127,12,94,96,752,1,10,25653,127,4221,6,1,0,12,NORMAL,0,30913000,0,44528,30868472,0,2,2,10,0,0,14,66,2,12,0,0,0,0
30722,1,bully,5043,2,2,115,2,104,16,832,1,10,25679,115,4207,6,1,0,12,NORMAL,0,30722000,0,8112,30713888,0,2,2,0,0,0,14,76,2,12,0,0,0,0
31049,4,bully,5186,2,2,56,7,99,56,792,1,10,25863,56,4082,6,1,0,12,NORMAL,0,31049000,0,27192,31021808,0,2,2,5,0,0,14,71,2,12,0,0,0,0
30354,8,bully,4462,2,1,103,13,88,104,704,1,10,25892,108,4000,5,1,0,12,NORMAL,0,30354000,0,46528,30307472,0,1,2,11,0,0,13,61,2,12,0,0,0,0
30777,10,bully,4776,1,1,4001,31,76,248,608,1,10,26001,4001,0,2,1,13,0,LEADER,1,30777000,0,96680,30680320,1,0,1,15,2,13,15,61,0,0,0,0,1,0
31334,9,bully,5103,1,1,53,15,92,120,736,1,10,26231,53,3717,4,0,0,13,NORMAL,0,31334000,0,52640,31281360,0,1,1,14,0,0,15,62,2,13,0,0,0,0
31470,6,bully,5088,1,1,54,10,97,80,776,1,10,26382,54,3565,4,0,0,13,NORMAL,0,31470000,0,41416,31428584,0,1,1,9,0,0,15,67,2,13,0,0,0,0
31607,3,bully,4854,1,1,26,5,102,40,816,1,10,26753,26,3222,4,0,0,13,NORMAL,0,31607000,0,15280,31591720,0,1,1,4,0,0,15,72,2,13,0,0,0,0
40164,2,bully,4714,2,2,70,4,107,32,856,1,10,35450,70,4481,6,1,0,17,NORMAL,0,40164000,0,15024,40148976,0,2,2,2,0,0,14,74,2,17,0,0,0,0
40028,5,bully,4501,2,2,64,8,101,64,808,1,10,35527,64,4410,6,1,0,17,NORMAL,0,40028000,0,28248,39999752,0,2,2,6,0,0,13,69,2,17,0,0,0,0
40913,7,bully,5260,2,2,127,12,99,96,792,1,10,35653,127,4221,6,1,0,17,NORMAL,0,40913000,0,44528,40868472,0,2,2,10,0,0,14,66,2,17,0,0,0,0
40722,1,bully,5043,2,2,115,2,109,16,872,1,10,35679,115,4207,6,1,0,17,NORMAL,0,40722000,0,10912,40711088,0,2,2,0,0,0,14,76,2,17,0,0,0,0
41049,4,bully,5186,2,2,56,7,104,56,832,1,10,35863,56,4082,6,1,0,17,NORMAL,0,41049000,0,27192,41021808,0,2,2,5,0,0,14,71,2,17,0,0,0,0
40354,8,bully,4462,2,1,103,13,93,104,744,1,10,35892,108,4000,5,1,0,17,NORMAL,0,40354000,0,46528,40307472,0,1,2,11,0,0,13,61,2,17,0,0,0,0
