trial,algorithm,node_count,noise_level,convergence_time_ms,message_count
1,adaptive-prasle,10,90,1643,NA
2,adaptive-prasle,10,90,1474,NA
3,adaptive-prasle,10,90,1764,NA
4,adaptive-prasle,10,90,1778,NA
5,adaptive-prasle,10,90,1768,NA
6,adaptive-prasle,10,90,1848,NA
7,adaptive-prasle,10,90,1479,NA
8,adaptive-prasle,10,90,1844,NA
9,adaptive-prasle,10,90,2297,NA
10,adaptive-prasle,10,90,1705,NA
11,adaptive-prasle,10,90,1911,NA
12,adaptive-prasle,10,90,2228,NA
13,adaptive-prasle,10,90,2107,NA
14,adaptive-prasle,10,90,1958,NA
15,adaptive-prasle,10,90,1908,NA
16,adaptive-prasle,10,90,1951,NA
17,adaptive-prasle,10,90,2120,NA
18,adaptive-prasle,10,90,2032,NA
19,adaptive-prasle,10,90,2068,NA
20,adaptive-prasle,10,90,1720,NA
21,adaptive-prasle,10,90,2065,NA
22,adaptive-prasle,10,90,1983,NA
23,adaptive-prasle,10,90,1821,NA
24,adaptive-prasle,10,90,1999,NA
25,adaptive-prasle,10,90,1882,NA
26,adaptive-prasle,10,90,1474,NA
27,adaptive-prasle,10,90,1506,NA
28,adaptive-prasle,10,90,1565,NA
29,adaptive-prasle,10,90,2052,NA
30,adaptive-prasle,10,90,1790,NA
31,adaptive-prasle,10,90,1854,NA
32,adaptive-prasle,10,90,1964,NA
33,adaptive-prasle,10,90,2154,NA
34,adaptive-prasle,10,90,1771,NA
35,adaptive-prasle,10,90,2075,NA
36,adaptive-prasle,10,90,1925,NA
37,adaptive-prasle,10,90,1875,NA
38,adaptive-prasle,10,90,1971,NA
39,adaptive-prasle,10,90,1843,NA
40,adaptive-prasle,10,90,2138,NA
41,adaptive-prasle,10,90,1907,NA
42,adaptive-prasle,10,90,1973,NA
43,adaptive-prasle,10,90,1810,NA
44,adaptive-prasle,10,90,1740,NA
45,adaptive-prasle,10,90,1737,NA
46,adaptive-prasle,10,90,2070,NA
47,adaptive-prasle,10,90,1633,NA
48,adaptive-prasle,10,90,1845,NA
49,adaptive-prasle,10,90,1755,NA
50,adaptive-prasle,10,90,1583,NA
51,adaptive-prasle,10,90,1856,NA
52,adaptive-prasle,10,90,1904,NA
53,adaptive-prasle,10,90,1971,NA
54,adaptive-prasle,10,90,1762,NA
55,adaptive-prasle,10,90,1955,NA
56,adaptive-prasle,10,90,1985,NA
57,adaptive-prasle,10,90,1986,NA
58,adaptive-prasle,10,90,1515,NA
59,adaptive-prasle,10,90,1816,NA
60,adaptive-prasle,10,90,2241,NA
61,adaptive-prasle,10,90,1841,NA
62,adaptive-prasle,10,90,1800,NA
63,adaptive-prasle,10,90,2000,NA
64,adaptive-prasle,10,90,1657,NA
65,adaptive-prasle,10,90,1684,NA
66,adaptive-prasle,10,90,2082,NA
67,adaptive-prasle,10,90,1694,NA
68,adaptive-prasle,10,90,2081,NA
69,adaptive-prasle,10,90,2087,NA
70,adaptive-prasle,10,90,1963,NA
71,adaptive-prasle,10,90,1839,NA
72,adaptive-prasle,10,90,2215,NA
73,adaptive-prasle,10,90,1691,NA
74,adaptive-prasle,10,90,1769,NA
75,adaptive-prasle,10,90,1929,NA
76,adaptive-prasle,10,90,2077,NA
77,adaptive-prasle,10,90,2074,NA
78,adaptive-prasle,10,90,2121,NA
79,adaptive-prasle,10,90,1672,NA
80,adaptive-prasle,10,90,2197,NA
81,adaptive-prasle,10,90,1953,NA
82,adaptive-prasle,10,90,2013,NA
83,adaptive-prasle,10,90,1637,NA
84,adaptive-prasle,10,90,1639,NA
85,adaptive-prasle,10,90,1920,NA
86,adaptive-prasle,10,90,1857,NA
87,adaptive-prasle,10,90,1878,NA
88,adaptive-prasle,10,90,1728,NA
89,adaptive-prasle,10,90,1890,NA
90,adaptive-prasle,10,90,1894,NA
91,adaptive-prasle,10,90,1976,NA
92,adaptive-prasle,10,90,1847,NA
93,adaptive-prasle,10,90,1756,NA
94,adaptive-prasle,10,90,1811,NA
95,adaptive-prasle,10,90,1820,NA
96,adaptive-prasle,10,90,2059,NA
97,adaptive-prasle,10,90,2259,NA
98,adaptive-prasle,10,90,2354,NA
99,adaptive-prasle,10,90,1980,NA
100,adaptive-prasle,10,90,1756,NA
