trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,adaptive-prasle-ring,100,1513,1528,50,100,true
2,adaptive-prasle-ring,100,1720,1746,50,100,true
3,adaptive-prasle-ring,100,1703,1509,50,100,true
4,adaptive-prasle-ring,100,1469,1678,50,100,true
5,adaptive-prasle-ring,100,1484,1511,50,100,true
6,adaptive-prasle-ring,100,1507,1518,50,100,true
7,adaptive-prasle-ring,100,1749,1471,50,100,true
8,adaptive-prasle-ring,100,1544,1599,50,100,true
9,adaptive-prasle-ring,100,1561,1606,50,100,true
10,adaptive-prasle-ring,100,1564,1696,50,100,true
