trial,algorithm,node_count,noise_level,convergence_time_ms,message_count
1,prasle-line,100,70,2756,NA
2,prasle-line,100,70,2827,NA
3,prasle-line,100,70,2904,NA
4,prasle-line,100,70,2794,NA
5,prasle-line,100,70,2786,NA
6,prasle-line,100,70,2869,NA
7,prasle-line,100,70,2849,NA
8,prasle-line,100,70,2717,NA
9,prasle-line,100,70,2797,NA
10,prasle-line,100,70,2849,NA
11,prasle-line,100,70,2765,NA
12,prasle-line,100,70,2946,NA
13,prasle-line,100,70,2770,NA
14,prasle-line,100,70,2772,NA
15,prasle-line,100,70,2852,NA
16,prasle-line,100,70,2731,NA
17,prasle-line,100,70,2825,NA
18,prasle-line,100,70,2745,NA
19,prasle-line,100,70,2781,NA
20,prasle-line,100,70,2740,NA
21,prasle-line,100,70,2838,NA
22,prasle-line,100,70,2747,NA
23,prasle-line,100,70,2727,NA
24,prasle-line,100,70,2890,NA
25,prasle-line,100,70,2796,NA
26,prasle-line,100,70,2956,NA
27,prasle-line,100,70,2832,NA
28,prasle-line,100,70,2956,NA
29,prasle-line,100,70,2815,NA
30,prasle-line,100,70,2735,NA
31,prasle-line,100,70,2879,NA
32,prasle-line,100,70,2795,NA
33,prasle-line,100,70,2820,NA
34,prasle-line,100,70,2837,NA
35,prasle-line,100,70,2827,NA
36,prasle-line,100,70,2833,NA
37,prasle-line,100,70,2787,NA
38,prasle-line,100,70,2783,NA
39,prasle-line,100,70,2876,NA
40,prasle-line,100,70,2848,NA
41,prasle-line,100,70,2812,NA
42,prasle-line,100,70,2860,NA
43,prasle-line,100,70,2786,NA
44,prasle-line,100,70,2821,NA
45,prasle-line,100,70,2862,NA
46,prasle-line,100,70,2836,NA
47,prasle-line,100,70,2856,NA
48,prasle-line,100,70,2921,NA
49,prasle-line,100,70,2792,NA
50,prasle-line,100,70,2926,NA
51,prasle-line,100,70,2851,NA
52,prasle-line,100,70,2783,NA
53,prasle-line,100,70,2779,NA
54,prasle-line,100,70,2814,NA
55,prasle-line,100,70,2887,NA
56,prasle-line,100,70,2803,NA
57,prasle-line,100,70,2793,NA
58,prasle-line,100,70,2810,NA
59,prasle-line,100,70,2827,NA
60,prasle-line,100,70,2772,NA
61,prasle-line,100,70,2786,NA
62,prasle-line,100,70,2876,NA
63,prasle-line,100,70,2777,NA
64,prasle-line,100,70,2746,NA
65,prasle-line,100,70,2833,NA
66,prasle-line,100,70,2765,NA
67,prasle-line,100,70,2802,NA
68,prasle-line,100,70,2801,NA
69,prasle-line,100,70,2762,NA
70,prasle-line,100,70,2843,NA
71,prasle-line,100,70,2796,NA
72,prasle-line,100,70,2904,NA
73,prasle-line,100,70,2735,NA
74,prasle-line,100,70,2777,NA
75,prasle-line,100,70,2890,NA
76,prasle-line,100,70,2758,NA
77,prasle-line,100,70,2859,NA
78,prasle-line,100,70,2767,NA
79,prasle-line,100,70,2807,NA
80,prasle-line,100,70,2887,NA
81,prasle-line,100,70,2815,NA
82,prasle-line,100,70,2770,NA
83,prasle-line,100,70,2903,NA
84,prasle-line,100,70,2891,NA
85,prasle-line,100,70,2833,NA
86,prasle-line,100,70,2864,NA
87,prasle-line,100,70,2770,NA
88,prasle-line,100,70,2856,NA
89,prasle-line,100,70,2845,NA
90,prasle-line,100,70,2783,NA
91,prasle-line,100,70,2909,NA
92,prasle-line,100,70,2809,NA
93,prasle-line,100,70,2777,NA
94,prasle-line,100,70,2869,NA
95,prasle-line,100,70,2759,NA
96,prasle-line,100,70,2759,NA
97,prasle-line,100,70,2839,NA
98,prasle-line,100,70,2916,NA
99,prasle-line,100,70,2810,NA
100,prasle-line,100,70,2907,NA
