trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,adaptive-prasle-ring,5,2028,1808,2,5,true
2,adaptive-prasle-ring,5,1991,2559,2,5,true
3,adaptive-prasle-ring,5,1620,1602,2,5,true
4,adaptive-prasle-ring,5,2316,2220,2,5,true
5,adaptive-prasle-ring,5,1618,2179,2,5,true
6,adaptive-prasle-ring,5,1979,2386,2,5,true
7,adaptive-prasle-ring,5,2377,1797,2,5,true
8,adaptive-prasle-ring,5,1917,2558,2,5,true
9,adaptive-prasle-ring,5,2274,2438,2,5,true
10,adaptive-prasle-ring,5,2555,1839,2,5,true
