timestamp,node_id,algorithm,first_convergence_time_ms,elections_started,elections_completed,total_election_time_ms,messages_sent,messages_received,bytes_sent,bytes_received,leader_changes,current_leader,time_in_normal_ms,time_in_election_ms,time_in_waiting_ms,state_transitions,timeouts_detected,heartbeats_sent,heartbeats_received,current_state,am_leader,energest_cpu,energest_lpm,energest_tx,energest_rx,elections_won,elections_lost,msg_election_sent,msg_answer_sent,msg_coordinator_sent,msg_alive_sent,msg_election_recv,msg_answer_recv,msg_coordinator_recv,msg_alive_recv,duplicates_filtered,invalid_coordinators,coordinator_reannouncements,alive_adoptions
2944,5,bully,2944,1,1,2944,3,15,18,90,1,1,0,2944,0,2,0,0,0,NORMAL,0,2944000,0,5984,2938016,3,2,3,5,3,0,15,0,0,0,0,0,0,0
2807,8,bully,2807,1,1,2807,3,17,18,102,1,1,0,2807,0,2,0,0,0,NORMAL,0,2807000,0,5984,2801016,3,2,3,6,3,0,17,0,0,0,0,0,0,0
3059,3,bully,3059,1,1,3059,3,18,18,108,1,1,0,3059,0,2,0,0,0,NORMAL,0,3059000,0,5984,3053016,3,2,3,4,3,0,18,0,0,0,0,0,0,0
3250,9,bully,3250,1,1,3250,3,22,18,132,1,1,0,3250,0,2,0,0,0,NORMAL,0,3250000,0,5984,3244016,3,2,3,6,3,0,22,0,0,0,0,0,0,0
3616,2,bully,3616,1,1,3616,3,24,18,144,1,1,0,3616,0,2,0,0,0,NORMAL,0,3616000,0,5984,3610016,3,2,3,3,3,0,24,0,0,0,0,0,0,0
3365,7,bully,3365,1,1,3365,3,25,18,150,1,1,0,3365,0,2,0,0,0,NORMAL,0,3365000,0,5984,3359016,3,2,3,6,3,0,25,0,0,0,0,0,0,0
3638,1,bully,3638,1,1,3638,3,25,18,150,1,1,0,3638,0,2,0,0,0,LEADER,1,3638000,0,5984,3632016,4,1,4,1,3,0,25,0,0,0,0,0,0,0
2922,6,bully,2922,1,1,2922,3,27,18,162,1,1,0,2922,0,2,0,0,0,NORMAL,0,2922000,0,5984,2916016,3,2,4,5,3,0,27,0,0,0,0,0,0,0
3228,10,bully,3228,1,1,3228,3,30,18,180,1,1,0,3228,0,2,0,0,0,NORMAL,0,3228000,0,5984,3222016,3,2,4,5,3,0,30,0,0,0,0,0,0,0
3501,4,bully,3501,1,1,3501,3,32,18,192,1,1,0,3501,0,2,0,0,0,NORMAL,0,3501000,0,5984,3495016,3,2,4,4,3,0,32,0,0,0,0,0,0,0
5247,5,bully,2944,1,1,2944,6,39,36,234,1,1,2303,2944,0,2,0,0,0,NORMAL,0,5247000,0,14960,5232040,3,1,6,5,6,0,39,0,0,0,0,0,0,0
5110,8,bully,2807,1,1,2807,6,41,36,246,1,1,2303,2807,0,2,0,0,0,NORMAL,0,5110000,0,14960,5095040,3,1,6,6,6,0,41,0,0,0,0,0,0,0
5362,3,bully,3059,1,1,3059,6,42,36,252,1,1,2303,3059,0,2,0,0,0,NORMAL,0,5362000,0,14960,5347040,3,1,6,4,6,0,42,0,0,0,0,0,0,0
5553,9,bully,3250,1,1,3250,6,46,36,276,1,1,2303,3250,0,2,0,0,0,NORMAL,0,5553000,0,14960,5538040,3,1,6,6,6,0,46,0,0,0,0,0,0,0
5919,2,bully,3616,1,1,3616,6,48,36,288,1,1,2303,3616,0,2,0,0,0,NORMAL,0,5919000,0,14960,5904040,3,1,6,3,6,0,48,0,0,0,0,0,0,0
5668,7,bully,3365,1,1,3365,6,49,36,294,1,1,2303,3365,0,2,0,0,0,NORMAL,0,5668000,0,15960,5652040,3,1,6,6,6,0,49,0,0,0,0,0,0,0
5941,1,bully,3638,1,1,3638,6,50,36,300,1,1,2303,3638,0,2,0,0,0,LEADER,1,5941000,0,14960,5926040,4,1,7,1,6,0,50,0,0,0,0,0,0,0
5225,6,bully,2922,1,1,2922,6,51,36,306,1,1,2303,2922,0,2,0,0,0,NORMAL,0,5225000,0,14960,5210040,3,1,7,5,6,0,51,0,0,0,0,0,0,0
5531,10,bully,3228,1,1,3228,6,54,36,324,1,1,2303,3228,0,2,0,0,0,NORMAL,0,5531000,0,14960,5516040,3,1,7,5,6,0,54,0,0,0,0,0,0,0
5804,4,bully,3501,1,1,3501,6,56,36,336,1,1,2303,3501,0,2,0,0,0,NORMAL,0,5804000,0,14960,5789040,3,1,7,4,6,0,56,0,0,0,0,0,0,0
7550,5,bully,2944,1,1,2944,9,63,54,378,1,1,4606,2944,0,2,0,0,0,NORMAL,0,7550000,0,23936,7526064,3,1,9,5,9,0,63,0,0,0,0,0,0,0
7413,8,bully,2807,1,1,2807,9,65,54,390,1,1,4606,2807,0,2,0,0,0,NORMAL,0,7413000,0,23936,7389064,3,1,9,6,9,0,65,0,0,0,0,0,0,0
7665,3,bully,3059,1,1,3059,9,67,54,402,1,1,4606,3059,0,2,0,0,0,NORMAL,0,7665000,0,23936,7641064,3,1,9,4,9,0,67,0,0,0,0,0,0,0
7856,9,bully,3250,1,1,3250,9,70,54,420,1,1,4606,3250,0,2,0,0,0,NORMAL,0,7856000,0,23936,7832064,3,1,9,6,9,0,70,0,0,0,0,0,0,0
8222,2,bully,3616,1,1,3616,9,72,54,432,1,1,4606,3616,0,2,0,0,0,NORMAL,0,8222000,0,23936,8198064,3,1,9,3,9,0,72,0,0,0,0,0,0,0
7971,7,bully,3365,1,1,3365,9,73,54,438,1,1,4606,3365,0,2,0,0,0,NORMAL,0,7971000,0,24936,7946064,3,1,9,6,9,0,73,0,0,0,0,0,0,0
8244,1,bully,3638,1,1,3638,9,74,54,444,1,1,4606,3638,0,2,0,0,0,LEADER,1,8244000,0,23936,8220064,4,1,10,1,9,0,74,0,0,0,0,0,0,0
7528,6,bully,2922,1,1,2922,9,75,54,450,1,1,4606,2922,0,2,0,0,0,NORMAL,0,7528000,0,23936,7504064,3,1,10,5,9,0,75,0,0,0,0,0,0,0
7834,10,bully,3228,1,1,3228,9,78,54,468,1,1,4606,3228,0,2,0,0,0,NORMAL,0,7834000,0,23936,7810064,3,1,10,5,9,0,78,0,0,0,0,0,0,0
8107,4,bully,3501,1,1,3501,9,80,54,480,1,1,4606,3501,0,2,0,0,0,NORMAL,0,8107000,0,23936,8083064,3,1,10,4,9,0,80,0,0,0,0,0,0,0
9853,5,bully,2944,1,2,12797,12,87,72,522,1,1,6909,2944,0,3,0,0,0,NORMAL,0,9853000,0,32912,9820088,3,2,3,8,12,0,87,0,0,0,0,0,0,0
9716,8,bully,2807,1,2,12523,12,89,72,534,1,1,6909,2807,0,3,0,0,0,NORMAL,0,9716000,0,32912,9683088,3,2,4,8,12,0,89,0,0,0,0,0,0,0
9968,3,bully,3059,1,2,13027,12,90,72,540,1,1,6909,3059,0,3,0,0,0,NORMAL,0,9968000,0,32912,9935088,3,2,4,6,12,0,90,0,0,0,0,0,0,0
10159,9,bully,3250,1,2,13409,12,94,72,564,1,1,6909,3250,0,3,0,0,0,NORMAL,0,10159000,0,32912,10126088,3,2,3,9,12,0,94,0,0,0,0,0,0,0
10525,2,bully,3616,1,2,14141,12,96,72,576,1,1,6909,3616,0,3,0,0,0,NORMAL,0,10525000,0,32912,10492088,3,2,4,5,12,0,96,0,0,0,0,0,0,0
10274,7,bully,3365,1,2,13639,12,97,72,582,1,1,6909,3365,0,3,0,0,0,NORMAL,0,10274000,0,33912,10240088,3,2,4,8,12,0,97,0,0,0,0,0,0,0
