trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,adaptive-prasle,10,2088,2321,5,10,true
2,adaptive-prasle,10,2207,2022,5,10,true
3,adaptive-prasle,10,2159,1771,5,10,true
4,adaptive-prasle,10,2037,2446,5,10,true
5,adaptive-prasle,10,1558,2063,5,10,true
6,adaptive-prasle,10,1618,2102,5,10,true
7,adaptive-prasle,10,2242,2387,5,10,true
8,adaptive-prasle,10,2420,1938,5,10,true
9,adaptive-prasle,10,1834,1657,5,10,true
10,adaptive-prasle,10,2224,1687,5,10,true
