trial,algorithm,node_count,crash_time_s,initial_convergence_time_ms,recovery_convergence_time_ms,total_recovery_time_ms
1,adaptive-prasle-mesh,50,75,1620,75130,130
2,adaptive-prasle-mesh,50,75,1786,75068,68
3,adaptive-prasle-mesh,50,75,1593,76252,1252
4,adaptive-prasle-mesh,50,75,1551,76098,1098
5,adaptive-prasle-mesh,50,75,1514,75278,278
6,adaptive-prasle-mesh,50,75,1619,76166,1166
7,adaptive-prasle-mesh,50,75,1540,75011,11
8,adaptive-prasle-mesh,50,75,1649,75104,104
9,adaptive-prasle-mesh,50,75,1568,76141,1141
10,adaptive-prasle-mesh,50,75,1605,75004,4
