trial,algorithm,node_count,crash_time_s,initial_convergence_time_ms,recovery_convergence_time_ms,total_recovery_time_ms
1,prasle-mesh,100,120,3010,120463,463
2,prasle-mesh,100,120,2783,120236,236
3,prasle-mesh,100,120,2796,120249,249
4,prasle-mesh,100,120,2771,120224,224
5,prasle-mesh,100,120,2906,120068,68
6,prasle-mesh,100,120,2759,120212,212
7,prasle-mesh,100,120,2848,120233,233
8,prasle-mesh,100,120,2754,120207,207
9,prasle-mesh,100,120,2727,120174,174
10,prasle-mesh,100,120,2851,120304,304
