trial,algorithm,node_count,crash_time_s,initial_convergence_time_ms,recovery_convergence_time_ms,total_recovery_time_ms
1,adaptive-prasle-ring,50,80,1530,80002,2
2,adaptive-prasle-ring,50,80,1638,80051,51
3,adaptive-prasle-ring,50,80,1572,80062,62
4,adaptive-prasle-ring,50,80,1720,80002,2
5,adaptive-prasle-ring,50,80,1597,80012,12
6,adaptive-prasle-ring,50,80,1469,80010,10
7,adaptive-prasle-ring,50,80,1621,80030,30
8,adaptive-prasle-ring,50,80,1545,80002,2
9,adaptive-prasle-ring,50,80,1580,80086,86
10,adaptive-prasle-ring,50,80,1656,80050,50
