trial,algorithm,node_count,convergence_time_ms
5,prasle-mesh,50,2803
3,prasle-mesh,50,2860
11,prasle-mesh,50,2778
9,prasle-mesh,50,2918
12,prasle-mesh,50,2748
6,prasle-mesh,50,2791
1,prasle-mesh,50,2836
14,prasle-mesh,50,3036
7,prasle-mesh,50,2772
4,prasle-mesh,50,3115
2,prasle-mesh,50,2863
10,prasle-mesh,50,2832
8,prasle-mesh,50,2785
13,prasle-mesh,50,3137
17,prasle-mesh,50,2842
15,prasle-mesh,50,2893
16,prasle-mesh,50,2831
18,prasle-mesh,50,2732
19,prasle-mesh,50,2835
20,prasle-mesh,50,2892
21,prasle-mesh,50,2927
22,prasle-mesh,50,2850
23,prasle-mesh,50,2911
26,prasle-mesh,50,2728
24,prasle-mesh,50,2794
25,prasle-mesh,50,2777
28,prasle-mesh,50,2876
27,prasle-mesh,50,2926
30,prasle-mesh,50,2791
29,prasle-mesh,50,2724
31,prasle-mesh,50,2949
32,prasle-mesh,50,2972
33,prasle-mesh,50,2771
34,prasle-mesh,50,2831
35,prasle-mesh,50,2797
36,prasle-mesh,50,3090
39,prasle-mesh,50,2761
37,prasle-mesh,50,2844
38,prasle-mesh,50,2754
41,prasle-mesh,50,3010
40,prasle-mesh,50,2898
42,prasle-mesh,50,3073
44,prasle-mesh,50,2774
43,prasle-mesh,50,2773
46,prasle-mesh,50,3020
45,prasle-mesh,50,2903
49,prasle-mesh,50,2959
48,prasle-mesh,50,2910
47,prasle-mesh,50,2811
50,prasle-mesh,50,2789
51,prasle-mesh,50,2888
54,prasle-mesh,50,2776
52,prasle-mesh,50,2845
53,prasle-mesh,50,2866
56,prasle-mesh,50,2830
55,prasle-mesh,50,2998
58,prasle-mesh,50,2863
57,prasle-mesh,50,2843
59,prasle-mesh,50,2744
60,prasle-mesh,50,2857
62,prasle-mesh,50,2812
61,prasle-mesh,50,2846
63,prasle-mesh,50,3019
64,prasle-mesh,50,2806
65,prasle-mesh,50,2876
67,prasle-mesh,50,2863
68,prasle-mesh,50,2934
69,prasle-mesh,50,2924
70,prasle-mesh,50,2849
66,prasle-mesh,50,2790
71,prasle-mesh,50,2738
72,prasle-mesh,50,2761
73,prasle-mesh,50,2918
74,prasle-mesh,50,3062
75,prasle-mesh,50,2776
76,prasle-mesh,50,2743
77,prasle-mesh,50,2823
80,prasle-mesh,50,2911
81,prasle-mesh,50,2832
79,prasle-mesh,50,2867
78,prasle-mesh,50,2884
82,prasle-mesh,50,2805
83,prasle-mesh,50,2877
84,prasle-mesh,50,2847
85,prasle-mesh,50,2849
87,prasle-mesh,50,2948
86,prasle-mesh,50,2848
88,prasle-mesh,50,2985
89,prasle-mesh,50,2812
90,prasle-mesh,50,3012
91,prasle-mesh,50,2900
92,prasle-mesh,50,3048
95,prasle-mesh,50,2895
93,prasle-mesh,50,2785
94,prasle-mesh,50,2814
96,prasle-mesh,50,2887
98,prasle-mesh,50,2882
97,prasle-mesh,50,2850
99,prasle-mesh,50,2918
100,prasle-mesh,50,3036
