trial,algorithm,node_count,crash_time_s,initial_convergence_time_ms,recovery_convergence_time_ms,total_recovery_time_ms
1,adaptive-prasle-mesh,5,60,2329,62003,2003
2,adaptive-prasle-mesh,5,60,1910,72366,12366
3,adaptive-prasle-mesh,5,60,2027,68621,8621
4,adaptive-prasle-mesh,5,60,1655,68849,8849
5,adaptive-prasle-mesh,5,60,1832,61263,1263
6,adaptive-prasle-mesh,5,60,2271,66263,6263
7,adaptive-prasle-mesh,5,60,1785,60034,34
8,adaptive-prasle-mesh,5,60,1835,70348,10348
9,adaptive-prasle-mesh,5,60,1782,60035,35
10,adaptive-prasle-mesh,5,60,1908,62814,2814
