trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,prasle,10,3289,3345,1,6,true
2,prasle,10,3368,3450,1,6,true
3,prasle,10,3446,2964,1,6,true
4,prasle,10,3542,2856,1,6,true
5,prasle,10,3614,3115,1,6,true
6,prasle,10,3347,3355,1,6,true
7,prasle,10,3314,2927,1,6,true
8,prasle,10,3212,4017,1,6,true
9,prasle,10,3213,3153,1,6,true
10,prasle,10,3533,3474,1,6,true
11,prasle,10,3165,3351,1,6,true
12,prasle,10,3038,3477,1,6,true
13,prasle,10,3549,3033,1,6,true
14,prasle,10,3140,3214,1,6,true
15,prasle,10,3474,3264,1,6,true
16,prasle,10,2926,3337,1,6,true
17,prasle,10,3122,2900,1,6,true
18,prasle,10,2911,3231,1,6,true
19,prasle,10,3007,3006,1,6,true
20,prasle,10,3268,3409,1,6,true
21,prasle,10,3264,3313,1,6,true
22,prasle,10,3073,3765,1,6,true
23,prasle,10,3053,3198,1,6,true
24,prasle,10,3359,3160,1,6,true
25,prasle,10,3194,2887,1,6,true
26,prasle,10,3839,2888,1,6,true
27,prasle,10,3229,3236,1,6,true
28,prasle,10,3271,3248,1,6,true
29,prasle,10,3638,2996,1,6,true
30,prasle,10,2987,3664,1,6,true
31,prasle,10,3652,2868,1,6,true
32,prasle,10,2979,2942,1,6,true
33,prasle,10,3321,3138,1,6,true
34,prasle,10,2984,3418,1,6,true
35,prasle,10,3455,3940,1,6,true
36,prasle,10,2986,3019,1,6,true
37,prasle,10,3249,3252,1,6,true
38,prasle,10,3254,3455,1,6,true
39,prasle,10,3017,3555,1,6,true
40,prasle,10,3073,2779,1,6,true
41,prasle,10,3465,2913,1,6,true
42,prasle,10,3263,3098,1,6,true
43,prasle,10,3119,2826,1,6,true
44,prasle,10,3625,2826,1,6,true
45,prasle,10,3577,2929,1,6,true
46,prasle,10,2849,3016,1,6,true
47,prasle,10,3142,2872,1,6,true
48,prasle,10,3498,2979,1,6,true
49,prasle,10,3483,3433,1,6,true
50,prasle,10,3307,3338,1,6,true
51,prasle,10,3162,3001,1,6,true
52,prasle,10,3492,3406,1,6,true
53,prasle,10,2900,3432,1,6,true
54,prasle,10,2945,3176,1,6,true
55,prasle,10,2913,2890,1,6,true
56,prasle,10,2873,3206,1,6,true
57,prasle,10,3088,3246,1,6,true
58,prasle,10,3497,3273,1,6,true
59,prasle,10,3958,3308,1,6,true
60,prasle,10,3313,3277,1,6,true
61,prasle,10,3127,3741,1,6,true
62,prasle,10,3220,3108,1,6,true
63,prasle,10,2765,3674,1,6,true
64,prasle,10,3241,3277,1,6,true
65,prasle,10,3097,3406,1,6,true
66,prasle,10,3009,3585,1,6,true
67,prasle,10,3505,3313,1,6,true
68,prasle,10,2972,3798,1,6,true
69,prasle,10,2954,3081,1,6,true
70,prasle,10,3195,3487,1,6,true
71,prasle,10,2900,3400,1,6,true
72,prasle,10,3063,3087,1,6,true
73,prasle,10,3172,3166,1,6,true
74,prasle,10,3110,3375,1,6,true
75,prasle,10,3485,3331,1,6,true
76,prasle,10,3213,3166,1,6,true
77,prasle,10,3051,3392,1,6,true
78,prasle,10,3135,3150,1,6,true
79,prasle,10,2872,3278,1,6,true
80,prasle,10,3621,3101,1,6,true
81,prasle,10,3396,3056,1,6,true
82,prasle,10,3180,3499,1,6,true
83,prasle,10,3241,3016,1,6,true
84,prasle,10,3381,2978,1,6,true
85,prasle,10,3577,2875,1,6,true
86,prasle,10,2883,3166,1,6,true
87,prasle,10,2878,3479,1,6,true
88,prasle,10,3701,2818,1,6,true
89,prasle,10,2834,3684,1,6,true
90,prasle,10,3189,3298,1,6,true
91,prasle,10,3288,3027,1,6,true
92,prasle,10,3364,3256,1,6,true
93,prasle,10,3599,3073,1,6,true
94,prasle,10,3551,3480,1,6,true
95,prasle,10,3521,2797,1,6,true
96,prasle,10,3671,2976,1,6,true
97,prasle,10,2855,3312,1,6,true
98,prasle,10,2994,2948,1,6,true
99,prasle,10,3699,3246,1,6,true
100,prasle,10,3061,2902,1,6,true
