trial,algorithm,node_count,convergence_time_ms
1,adaptive-prasle-mesh,5,2102
2,adaptive-prasle-mesh,5,1749
13,adaptive-prasle-mesh,5,1962
5,adaptive-prasle-mesh,5,2145
4,adaptive-prasle-mesh,5,1509
9,adaptive-prasle-mesh,5,1482
6,adaptive-prasle-mesh,5,2173
11,adaptive-prasle-mesh,5,1964
8,adaptive-prasle-mesh,5,1628
12,adaptive-prasle-mesh,5,1635
3,adaptive-prasle-mesh,5,2136
7,adaptive-prasle-mesh,5,1685
10,adaptive-prasle-mesh,5,1506
14,adaptive-prasle-mesh,5,1892
15,adaptive-prasle-mesh,5,2427
16,adaptive-prasle-mesh,5,1750
17,adaptive-prasle-mesh,5,2508
18,adaptive-prasle-mesh,5,2316
21,adaptive-prasle-mesh,5,1731
20,adaptive-prasle-mesh,5,2111
22,adaptive-prasle-mesh,5,2093
23,adaptive-prasle-mesh,5,2194
19,adaptive-prasle-mesh,5,2238
24,adaptive-prasle-mesh,5,2580
25,adaptive-prasle-mesh,5,1836
26,adaptive-prasle-mesh,5,1831
27,adaptive-prasle-mesh,5,2503
28,adaptive-prasle-mesh,5,2264
29,adaptive-prasle-mesh,5,2105
30,adaptive-prasle-mesh,5,2025
31,adaptive-prasle-mesh,5,2108
33,adaptive-prasle-mesh,5,2072
35,adaptive-prasle-mesh,5,1886
34,adaptive-prasle-mesh,5,1839
32,adaptive-prasle-mesh,5,2310
36,adaptive-prasle-mesh,5,1683
37,adaptive-prasle-mesh,5,1564
40,adaptive-prasle-mesh,5,1984
38,adaptive-prasle-mesh,5,2306
41,adaptive-prasle-mesh,5,2034
39,adaptive-prasle-mesh,5,2111
42,adaptive-prasle-mesh,5,1593
43,adaptive-prasle-mesh,5,2378
46,adaptive-prasle-mesh,5,1524
48,adaptive-prasle-mesh,5,2285
44,adaptive-prasle-mesh,5,2126
47,adaptive-prasle-mesh,5,1693
49,adaptive-prasle-mesh,5,1980
50,adaptive-prasle-mesh,5,1994
51,adaptive-prasle-mesh,5,2303
45,adaptive-prasle-mesh,5,2473
55,adaptive-prasle-mesh,5,1760
56,adaptive-prasle-mesh,5,1737
52,adaptive-prasle-mesh,5,2137
54,adaptive-prasle-mesh,5,2010
57,adaptive-prasle-mesh,5,1935
53,adaptive-prasle-mesh,5,1647
59,adaptive-prasle-mesh,5,1985
60,adaptive-prasle-mesh,5,1592
58,adaptive-prasle-mesh,5,2009
61,adaptive-prasle-mesh,5,1477
63,adaptive-prasle-mesh,5,1715
65,adaptive-prasle-mesh,5,2123
62,adaptive-prasle-mesh,5,2236
64,adaptive-prasle-mesh,5,1794
67,adaptive-prasle-mesh,5,1458
68,adaptive-prasle-mesh,5,1788
66,adaptive-prasle-mesh,5,1990
76,adaptive-prasle-mesh,5,1772
73,adaptive-prasle-mesh,5,2244
72,adaptive-prasle-mesh,5,2326
71,adaptive-prasle-mesh,5,2222
74,adaptive-prasle-mesh,5,1460
70,adaptive-prasle-mesh,5,1562
69,adaptive-prasle-mesh,5,2263
75,adaptive-prasle-mesh,5,1920
77,adaptive-prasle-mesh,5,2092
79,adaptive-prasle-mesh,5,2137
78,adaptive-prasle-mesh,5,2102
80,adaptive-prasle-mesh,5,2251
82,adaptive-prasle-mesh,5,2206
81,adaptive-prasle-mesh,5,1940
84,adaptive-prasle-mesh,5,2086
90,adaptive-prasle-mesh,5,2104
83,adaptive-prasle-mesh,5,2483
89,adaptive-prasle-mesh,5,2102
86,adaptive-prasle-mesh,5,1728
88,adaptive-prasle-mesh,5,2002
87,adaptive-prasle-mesh,5,2101
85,adaptive-prasle-mesh,5,1605
91,adaptive-prasle-mesh,5,2201
92,adaptive-prasle-mesh,5,2069
93,adaptive-prasle-mesh,5,1603
94,adaptive-prasle-mesh,5,2182
95,adaptive-prasle-mesh,5,2290
97,adaptive-prasle-mesh,5,2090
96,adaptive-prasle-mesh,5,1602
99,adaptive-prasle-mesh,5,2178
100,adaptive-prasle-mesh,5,2238
98,adaptive-prasle-mesh,5,2223
