trial,algorithm,node_count,crash_time_s,initial_convergence_time_ms,recovery_convergence_time_ms,total_recovery_time_ms
1,adaptive-prasle-mesh,5,60,2327,68430,8430
2,adaptive-prasle-mesh,5,60,2184,69613,9613
3,adaptive-prasle-mesh,5,60,2161,70109,10109
4,adaptive-prasle-mesh,5,60,2068,68691,8691
5,adaptive-prasle-mesh,5,60,2051,71851,11851
6,adaptive-prasle-mesh,5,60,2207,67867,7867
7,adaptive-prasle-mesh,5,60,1721,64143,4143
8,adaptive-prasle-mesh,5,60,2332,60783,783
9,adaptive-prasle-mesh,5,60,2270,65131,5131
10,adaptive-prasle-mesh,5,60,1608,66660,6660
