trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,prasle-mesh,50,3138,2910,20,33,true
2,prasle-mesh,50,2857,2891,1,26,true
3,prasle-mesh,50,3017,2858,1,31,true
4,prasle-mesh,50,3008,3087,16,35,true
5,prasle-mesh,50,2724,2940,1,47,true
6,prasle-mesh,50,3022,3131,17,27,true
7,prasle-mesh,50,2843,2803,1,37,true
8,prasle-mesh,50,2802,2866,23,37,true
9,prasle-mesh,50,2956,2834,1,45,true
10,prasle-mesh,50,2884,2795,1,50,true
