trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,adaptive-prasle,5,2088,2561,2,5,true
2,adaptive-prasle,5,1741,1970,2,5,true
3,adaptive-prasle,5,3074,1591,2,5,true
4,adaptive-prasle,5,2362,1913,2,5,true
5,adaptive-prasle,5,2185,2585,2,5,true
6,adaptive-prasle,5,2508,1847,2,5,true
7,adaptive-prasle,5,2509,1962,2,5,true
8,adaptive-prasle,5,2779,1898,2,5,true
9,adaptive-prasle,5,2348,2712,2,5,true
10,adaptive-prasle,5,2350,1579,2,5,true
