trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,adaptive-prasle,10,1636,1804,5,10,true
2,adaptive-prasle,10,2478,2050,5,10,true
3,adaptive-prasle,10,1930,2346,5,10,true
4,adaptive-prasle,10,2030,2173,5,10,true
5,adaptive-prasle,10,1836,2442,5,10,true
6,adaptive-prasle,10,1706,2390,5,10,true
7,adaptive-prasle,10,1646,2361,5,10,true
8,adaptive-prasle,10,2448,2037,5,10,true
9,adaptive-prasle,10,1796,2082,5,10,true
10,adaptive-prasle,10,2247,2139,5,10,true
