trial,algorithm,node_count,convergence_time_ms
3,prasle-line,10,3117
1,prasle-line,10,3390
8,prasle-line,10,2834
7,prasle-line,10,2818
10,prasle-line,10,2868
5,prasle-line,10,3546
6,prasle-line,10,3208
13,prasle-line,10,3145
11,prasle-line,10,2891
12,prasle-line,10,3406
4,prasle-line,10,3019
14,prasle-line,10,3015
2,prasle-line,10,3394
9,prasle-line,10,3070
15,prasle-line,10,2868
16,prasle-line,10,3172
17,prasle-line,10,2975
18,prasle-line,10,2882
19,prasle-line,10,2847
23,prasle-line,10,3174
22,prasle-line,10,3089
20,prasle-line,10,3020
21,prasle-line,10,3259
24,prasle-line,10,3331
25,prasle-line,10,3009
27,prasle-line,10,3033
28,prasle-line,10,3063
26,prasle-line,10,3185
30,prasle-line,10,3007
31,prasle-line,10,2978
29,prasle-line,10,3047
32,prasle-line,10,2885
33,prasle-line,10,3038
34,prasle-line,10,3050
37,prasle-line,10,2958
36,prasle-line,10,3214
35,prasle-line,10,3235
38,prasle-line,10,3125
39,prasle-line,10,3401
40,prasle-line,10,3459
41,prasle-line,10,3185
42,prasle-line,10,3168
44,prasle-line,10,3683
45,prasle-line,10,3125
43,prasle-line,10,3020
46,prasle-line,10,3351
47,prasle-line,10,3040
48,prasle-line,10,3553
49,prasle-line,10,2758
52,prasle-line,10,3127
50,prasle-line,10,3090
51,prasle-line,10,3254
53,prasle-line,10,2938
55,prasle-line,10,2785
54,prasle-line,10,3449
56,prasle-line,10,3306
58,prasle-line,10,2934
57,prasle-line,10,3017
60,prasle-line,10,3017
59,prasle-line,10,3178
61,prasle-line,10,2997
62,prasle-line,10,2901
64,prasle-line,10,3280
63,prasle-line,10,3027
65,prasle-line,10,2857
66,prasle-line,10,3031
67,prasle-line,10,3027
68,prasle-line,10,3369
69,prasle-line,10,2876
70,prasle-line,10,2830
71,prasle-line,10,3154
72,prasle-line,10,2994
73,prasle-line,10,3101
74,prasle-line,10,2823
75,prasle-line,10,3173
76,prasle-line,10,2862
79,prasle-line,10,3299
78,prasle-line,10,2974
77,prasle-line,10,3084
80,prasle-line,10,3249
81,prasle-line,10,2879
82,prasle-line,10,3386
84,prasle-line,10,3193
83,prasle-line,10,2905
87,prasle-line,10,2993
86,prasle-line,10,3003
85,prasle-line,10,3429
88,prasle-line,10,2739
89,prasle-line,10,3388
90,prasle-line,10,3387
91,prasle-line,10,2982
92,prasle-line,10,3133
93,prasle-line,10,3337
94,prasle-line,10,2917
95,prasle-line,10,3233
96,prasle-line,10,3287
97,prasle-line,10,2811
98,prasle-line,10,3076
99,prasle-line,10,3246
100,prasle-line,10,2998
