trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,prasle,100,2719,2838,1,84,true
2,prasle,100,2764,2770,1,51,true
3,prasle,100,2979,2797,1,98,true
4,prasle,100,3001,2798,1,89,true
5,prasle,100,2940,3033,1,93,true
6,prasle,100,2934,2875,1,92,true
7,prasle,100,2984,2775,1,96,true
8,prasle,100,2936,2752,1,75,true
9,prasle,100,2783,2881,1,79,true
10,prasle,100,2954,2848,1,97,true
