trial,algorithm,node_count,crash_time_s,initial_convergence_time_ms,recovery_convergence_time_ms,total_recovery_time_ms
1,adaptive-prasle-line,5,60,2047,69707,9707
2,adaptive-prasle-line,5,60,1877,72036,12036
3,adaptive-prasle-line,5,60,2363,64539,4539
4,adaptive-prasle-line,5,60,2268,60440,440
5,adaptive-prasle-line,5,60,2329,78255,18255
6,adaptive-prasle-line,5,60,2049,66470,6470
7,adaptive-prasle-line,5,60,2442,62020,2020
8,adaptive-prasle-line,5,60,2023,62721,2721
9,adaptive-prasle-line,5,60,1932,63588,3588
10,adaptive-prasle-line,5,60,1788,61625,1625
