trial,algorithm,node_count,crash_time_s,initial_convergence_time_ms,recovery_convergence_time_ms,total_recovery_time_ms
1,adaptive-prasle,50,75,1767,75158,158
2,adaptive-prasle,50,75,1697,75393,393
3,adaptive-prasle,50,75,1700,75358,358
4,adaptive-prasle,50,75,1949,75094,94
5,adaptive-prasle,50,75,1666,76160,1160
6,adaptive-prasle,50,75,1512,75247,247
7,adaptive-prasle,50,75,1530,75667,667
8,adaptive-prasle,50,75,1756,75224,224
9,adaptive-prasle,50,75,1715,76265,1265
10,adaptive-prasle,50,75,1600,75552,552
