trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,ring,5,7964,4201,2,5,true
2,ring,5,7766,4221,2,5,true
3,ring,5,8880,3165,2,5,true
4,ring,5,8648,3844,2,5,true
5,ring,5,8087,2442,2,5,true
6,ring,5,8976,4037,2,5,true
7,ring,5,7434,3093,2,5,true
8,ring,5,7927,3624,2,5,true
9,ring,5,8456,3446,2,5,true
10,ring,5,8563,4095,2,5,true
11,ring,5,8061,4185,2,5,true
12,ring,5,8196,3748,2,5,true
13,ring,5,7799,3982,2,5,true
14,ring,5,7517,2920,2,5,true
15,ring,5,7767,4413,2,5,true
16,ring,5,8235,3128,2,5,true
17,ring,5,8189,4169,2,5,true
18,ring,5,7603,3570,2,5,true
19,ring,5,8518,4384,2,5,true
20,ring,5,8467,2813,2,5,true
21,ring,5,8167,4665,2,5,true
22,ring,5,9007,3443,2,5,true
23,ring,5,7952,4122,2,5,true
24,ring,5,7575,3099,2,5,true
25,ring,5,8374,4315,2,5,true
26,ring,5,8195,4829,2,5,true
27,ring,5,8736,4636,2,5,true
28,ring,5,8120,2409,2,5,true
29,ring,5,8196,3381,2,5,true
30,ring,5,7938,3594,2,5,true
31,ring,5,7158,3558,2,5,true
32,ring,5,8181,2525,2,5,true
33,ring,5,7621,3953,2,5,true
34,ring,5,7730,4938,2,5,true
35,ring,5,8234,3051,2,5,true
36,ring,5,8337,3226,2,5,true
37,ring,5,7900,3059,2,5,true
38,ring,5,8036,3088,2,5,true
39,ring,5,8256,2928,2,5,true
40,ring,5,8340,4256,2,5,true
41,ring,5,8026,3715,2,5,true
42,ring,5,8524,3043,2,5,true
43,ring,5,8307,4572,2,5,true
44,ring,5,8867,3874,2,5,true
45,ring,5,8024,3313,2,5,true
46,ring,5,8528,3793,2,5,true
47,ring,5,8197,2705,2,5,true
48,ring,5,8095,2829,2,5,true
49,ring,5,8002,3064,2,5,true
50,ring,5,8418,3709,2,5,true
51,ring,5,8697,3517,2,5,true
52,ring,5,8101,2661,2,5,true
53,ring,5,7647,4603,2,5,true
54,ring,5,8012,3177,2,5,true
55,ring,5,8833,3389,2,5,true
56,ring,5,7464,2742,2,5,true
57,ring,5,7867,3993,2,5,true
58,ring,5,8480,4904,2,5,true
59,ring,5,8380,3048,2,5,true
60,ring,5,8395,2859,2,5,true
61,ring,5,7985,3603,2,5,true
62,ring,5,8781,4154,2,5,true
63,ring,5,8001,3303,2,5,true
64,ring,5,8337,4031,2,5,true
65,ring,5,8620,2953,2,5,true
66,ring,5,8225,4236,2,5,true
67,ring,5,7335,4418,2,5,true
68,ring,5,8156,3298,2,5,true
69,ring,5,8622,3006,2,5,true
70,ring,5,7582,4402,2,5,true
71,ring,5,7585,4201,2,5,true
72,ring,5,7267,4609,2,5,true
73,ring,5,7458,4311,2,5,true
74,ring,5,7259,4522,2,5,true
75,ring,5,7485,4833,2,5,true
76,ring,5,8173,3336,2,5,true
77,ring,5,8237,3618,2,5,true
78,ring,5,8027,3647,2,5,true
79,ring,5,9054,3816,2,5,true
80,ring,5,8112,4780,2,5,true
81,ring,5,7460,4584,2,5,true
82,ring,5,8430,2616,2,5,true
83,ring,5,7773,3092,2,5,true
84,ring,5,7656,3232,2,5,true
85,ring,5,8152,3669,2,5,true
86,ring,5,7688,4731,2,5,true
87,ring,5,8773,4277,2,5,true
88,ring,5,7884,3455,2,5,true
89,ring,5,8564,3844,2,5,true
90,ring,5,8225,3282,2,5,true
91,ring,5,8385,2900,2,5,true
92,ring,5,8341,3447,2,5,true
93,ring,5,8425,3607,2,5,true
94,ring,5,7142,4728,2,5,true
95,ring,5,8899,3933,2,5,true
96,ring,5,7833,2584,2,5,true
97,ring,5,7490,4282,2,5,true
98,ring,5,9237,4016,2,5,true
99,ring,5,8075,4305,2,5,true
100,ring,5,7855,4441,2,5,true
