trial,algorithm,node_count,convergence_time_ms
1,ring,50,3035
3,ring,50,3259
5,ring,50,3686
7,ring,50,5781
4,ring,50,3795
2,ring,50,2568
10,ring,50,2678
6,ring,50,3699
8,ring,50,4097
9,ring,50,3295
