trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,prasle-line,100,3002,2936,1,80,true
2,prasle-line,100,2722,2780,40,63,true
3,prasle-line,100,3007,2769,1,62,true
4,prasle-line,100,2854,3125,39,73,true
5,prasle-line,100,3189,2754,49,96,true
6,prasle-line,100,2791,2914,1,82,true
7,prasle-line,100,2817,3004,1,54,true
8,prasle-line,100,2971,2954,1,95,true
9,prasle-line,100,2861,2783,1,58,true
10,prasle-line,100,2947,2916,49,58,true
