trial,algorithm,node_count,crash_time_s,initial_convergence_time_ms,recovery_convergence_time_ms,total_recovery_time_ms
1,prasle-mesh,10,60,3297,63328,3328
2,prasle-mesh,10,60,3003,62879,2879
3,prasle-mesh,10,60,2875,63134,3134
4,prasle-mesh,10,60,2992,62870,2870
5,prasle-mesh,10,60,3114,63297,3297
6,prasle-mesh,10,60,3139,63017,3017
7,prasle-mesh,10,60,3215,63093,3093
8,prasle-mesh,10,60,3232,63110,3110
9,prasle-mesh,10,60,3036,62914,2914
10,prasle-mesh,10,60,3105,62983,2983
11,prasle-mesh,10,60,2852,62730,2730
12,prasle-mesh,10,60,2943,62917,2917
13,prasle-mesh,10,60,2901,62779,2779
14,prasle-mesh,10,60,2891,62769,2769
15,prasle-mesh,10,60,2825,62811,2811
16,prasle-mesh,10,60,3080,62958,2958
17,prasle-mesh,10,60,3052,62930,2930
18,prasle-mesh,10,60,3039,62917,2917
19,prasle-mesh,10,60,2880,62758,2758
20,prasle-mesh,10,60,3088,63065,3065
21,prasle-mesh,10,60,3165,63043,3043
22,prasle-mesh,10,60,2869,62747,2747
23,prasle-mesh,10,60,3438,63316,3316
24,prasle-mesh,10,60,2942,62820,2820
25,prasle-mesh,10,60,3014,62892,2892
26,prasle-mesh,10,60,3120,63686,3686
27,prasle-mesh,10,60,2876,62754,2754
28,prasle-mesh,10,60,3265,63143,3143
29,prasle-mesh,10,60,3481,63359,3359
30,prasle-mesh,10,60,2977,62854,2854
31,prasle-mesh,10,60,3077,62955,2955
32,prasle-mesh,10,60,3398,63277,3277
33,prasle-mesh,10,60,3517,63395,3395
34,prasle-mesh,10,60,2925,62803,2803
35,prasle-mesh,10,60,3420,63298,3298
36,prasle-mesh,10,60,3103,62981,2981
37,prasle-mesh,10,60,3324,63201,3201
38,prasle-mesh,10,60,3393,63271,3271
39,prasle-mesh,10,60,3215,63100,3100
40,prasle-mesh,10,60,3298,63176,3176
41,prasle-mesh,10,60,2849,62727,2727
42,prasle-mesh,10,60,3226,63104,3104
43,prasle-mesh,10,60,3333,63211,3211
44,prasle-mesh,10,60,3032,63089,3089
45,prasle-mesh,10,60,3051,62929,2929
46,prasle-mesh,10,60,3025,62903,2903
47,prasle-mesh,10,60,3175,63053,3053
48,prasle-mesh,10,60,2866,62743,2743
49,prasle-mesh,10,60,3482,63614,3614
50,prasle-mesh,10,60,2959,62889,2889
51,prasle-mesh,10,60,2839,62998,2998
52,prasle-mesh,10,60,3229,63107,3107
53,prasle-mesh,10,60,2948,62826,2826
54,prasle-mesh,10,60,3289,63247,3247
55,prasle-mesh,10,60,3321,63199,3199
56,prasle-mesh,10,60,3410,63288,3288
57,prasle-mesh,10,60,3035,62913,2913
58,prasle-mesh,10,60,2924,62800,2800
59,prasle-mesh,10,60,2785,62663,2663
60,prasle-mesh,10,60,3024,62970,2970
61,prasle-mesh,10,60,2904,62779,2779
62,prasle-mesh,10,60,2818,62792,2792
63,prasle-mesh,10,60,3248,63217,3217
64,prasle-mesh,10,60,3158,63033,3033
65,prasle-mesh,10,60,2736,62614,2614
66,prasle-mesh,10,60,3346,63224,3224
67,prasle-mesh,10,60,2908,62786,2786
68,prasle-mesh,10,60,3108,62986,2986
69,prasle-mesh,10,60,3022,62900,2900
70,prasle-mesh,10,60,3357,63235,3235
71,prasle-mesh,10,60,3202,63087,3087
72,prasle-mesh,10,60,3179,63300,3300
73,prasle-mesh,10,60,2822,62700,2700
74,prasle-mesh,10,60,3358,63236,3236
75,prasle-mesh,10,60,3015,62930,2930
76,prasle-mesh,10,60,2861,62739,2739
77,prasle-mesh,10,60,2992,62870,2870
78,prasle-mesh,10,60,3065,62943,2943
79,prasle-mesh,10,60,3078,62956,2956
80,prasle-mesh,10,60,3021,62899,2899
81,prasle-mesh,10,60,3054,62932,2932
82,prasle-mesh,10,60,3240,63118,3118
83,prasle-mesh,10,60,3129,63007,3007
84,prasle-mesh,10,60,3242,63120,3120
85,prasle-mesh,10,60,3198,63076,3076
86,prasle-mesh,10,60,3236,63114,3114
87,prasle-mesh,10,60,2891,62769,2769
88,prasle-mesh,10,60,2921,62799,2799
89,prasle-mesh,10,60,3016,62894,2894
90,prasle-mesh,10,60,2941,62819,2819
91,prasle-mesh,10,60,2914,62790,2790
92,prasle-mesh,10,60,2958,62836,2836
93,prasle-mesh,10,60,2869,62747,2747
94,prasle-mesh,10,60,2947,62825,2825
95,prasle-mesh,10,60,3142,63020,3020
96,prasle-mesh,10,60,3080,62958,2958
97,prasle-mesh,10,60,2978,62856,2856
98,prasle-mesh,10,60,3022,62900,2900
99,prasle-mesh,10,60,3180,63164,3164
100,prasle-mesh,10,60,3323,63201,3201
