trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,prasle-line,50,2913,3161,1,36,true
2,prasle-line,50,2948,2735,16,29,true
3,prasle-line,50,2812,3023,1,26,true
4,prasle-line,50,2844,2955,15,38,true
5,prasle-line,50,2833,2977,1,26,true
6,prasle-line,50,2956,2912,21,41,true
7,prasle-line,50,3070,2795,16,41,true
8,prasle-line,50,2878,2940,20,31,true
9,prasle-line,50,3091,3131,1,38,true
10,prasle-line,50,2842,2955,20,38,true
