trial,algorithm,node_count,convergence_time_ms
5,bully,100,4761
6,bully,100,4138
10,bully,100,4420
2,bully,100,4499
3,bully,100,4136
1,bully,100,4526
13,bully,100,4034
11,bully,100,4572
14,bully,100,4422
7,bully,100,4635
4,bully,100,4592
8,bully,100,4480
9,bully,100,4500
12,bully,100,4442
19,bully,100,4369
18,bully,100,4264
21,bully,100,4153
22,bully,100,4317
15,bully,100,4623
26,bully,100,4492
17,bully,100,4549
16,bully,100,4596
23,bully,100,4107
27,bully,100,4465
20,bully,100,4611
25,bully,100,4560
24,bully,100,4400
28,bully,100,4720
29,bully,100,4242
30,bully,100,4585
32,bully,100,4322
33,bully,100,4641
37,bully,100,4669
31,bully,100,4174
35,bully,100,4557
34,bully,100,4382
36,bully,100,4531
38,bully,100,4059
39,bully,100,4435
41,bully,100,4623
40,bully,100,4200
42,bully,100,4575
43,bully,100,4755
44,bully,100,4679
46,bully,100,4668
47,bully,100,4685
48,bully,100,4531
51,bully,100,4312
50,bully,100,4590
52,bully,100,4432
49,bully,100,4426
45,bully,100,4722
53,bully,100,4308
55,bully,100,4598
56,bully,100,4354
54,bully,100,4247
58,bully,100,4649
60,bully,100,4955
57,bully,100,4448
64,bully,100,4731
61,bully,100,4581
65,bully,100,4488
59,bully,100,4655
66,bully,100,4805
67,bully,100,4410
62,bully,100,4673
63,bully,100,4332
69,bully,100,4423
68,bully,100,4624
70,bully,100,4664
72,bully,100,4463
71,bully,100,4580
74,bully,100,4413
76,bully,100,4676
73,bully,100,4475
75,bully,100,4615
78,bully,100,4511
80,bully,100,4103
81,bully,100,4511
79,bully,100,4354
77,bully,100,4626
82,bully,100,4552
84,bully,100,4710
85,bully,100,4559
89,bully,100,4494
90,bully,100,4395
88,bully,100,4509
83,bully,100,4402
86,bully,100,4556
91,bully,100,4619
87,bully,100,4399
95,bully,100,4566
92,bully,100,4348
96,bully,100,4666
94,bully,100,4043
93,bully,100,4079
97,bully,100,4352
100,bully,100,4628
98,bully,100,4169
99,bully,100,4442
