trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,prasle-line,100,2820,2800,25,82,true
2,prasle-line,100,3042,2716,48,86,true
3,prasle-line,100,2794,2916,36,71,true
4,prasle-line,100,2789,2745,1,93,true
5,prasle-line,100,2919,2904,1,58,true
6,prasle-line,100,2721,2848,1,61,true
7,prasle-line,100,2727,2740,1,83,true
8,prasle-line,100,2783,2934,38,53,true
9,prasle-line,100,2948,2940,1,74,true
10,prasle-line,100,2725,2955,28,77,true
