trial,algorithm,node_count,convergence_time_ms
1,prasle,5,3738
3,prasle,5,2868
9,prasle,5,2992
10,prasle,5,2916
6,prasle,5,3237
4,prasle,5,3473
12,prasle,5,3394
5,prasle,5,3258
8,prasle,5,3221
11,prasle,5,2901
7,prasle,5,3165
14,prasle,5,2999
13,prasle,5,2750
2,prasle,5,2966
16,prasle,5,3511
15,prasle,5,3121
18,prasle,5,2894
17,prasle,5,3184
19,prasle,5,2829
20,prasle,5,3245
22,prasle,5,3064
25,prasle,5,3331
24,prasle,5,3031
21,prasle,5,3078
23,prasle,5,3214
26,prasle,5,3482
27,prasle,5,3243
28,prasle,5,3694
30,prasle,5,3646
29,prasle,5,3119
31,prasle,5,3106
32,prasle,5,3108
35,prasle,5,2861
33,prasle,5,3326
34,prasle,5,3023
37,prasle,5,2993
36,prasle,5,3418
39,prasle,5,3316
38,prasle,5,3054
40,prasle,5,3452
43,prasle,5,3074
42,prasle,5,3116
41,prasle,5,3233
44,prasle,5,3293
45,prasle,5,2977
46,prasle,5,3275
48,prasle,5,3572
47,prasle,5,3606
52,prasle,5,3423
51,prasle,5,2973
49,prasle,5,3424
50,prasle,5,3246
53,prasle,5,2837
54,prasle,5,3088
55,prasle,5,3399
56,prasle,5,3271
58,prasle,5,3413
57,prasle,5,3525
66,prasle,5,3660
63,prasle,5,3196
64,prasle,5,3434
62,prasle,5,3043
61,prasle,5,3768
60,prasle,5,3099
59,prasle,5,3324
65,prasle,5,3280
67,prasle,5,3645
70,prasle,5,2937
69,prasle,5,3308
68,prasle,5,2851
71,prasle,5,3410
72,prasle,5,3078
73,prasle,5,2830
76,prasle,5,3441
82,prasle,5,3495
75,prasle,5,3166
80,prasle,5,2799
81,prasle,5,3570
79,prasle,5,3057
78,prasle,5,3386
74,prasle,5,3484
84,prasle,5,3296
77,prasle,5,3288
85,prasle,5,2951
83,prasle,5,3065
86,prasle,5,2840
87,prasle,5,3276
88,prasle,5,2841
90,prasle,5,3084
92,prasle,5,2968
93,prasle,5,3329
91,prasle,5,3119
89,prasle,5,3118
94,prasle,5,3392
95,prasle,5,3295
98,prasle,5,3176
97,prasle,5,3130
100,prasle,5,2893
96,prasle,5,3444
99,prasle,5,3146
