trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,prasle-ring,100,2783,2904,1,93,true
2,prasle-ring,100,2825,2875,29,93,true
3,prasle-ring,100,2936,2981,19,76,true
4,prasle-ring,100,2879,2808,26,58,true
5,prasle-ring,100,2814,2955,1,96,true
6,prasle-ring,100,2829,2854,34,90,true
7,prasle-ring,100,2850,2793,25,84,true
8,prasle-ring,100,2784,2868,1,65,true
9,prasle-ring,100,2922,2753,1,63,true
10,prasle-ring,100,2961,2899,32,80,true
