trial,algorithm,node_count,crash_time_s,initial_convergence_time_ms,recovery_convergence_time_ms,total_recovery_time_ms
1,adaptive-prasle,100,120,1487,120456,456
2,adaptive-prasle,100,120,1669,120052,52
3,adaptive-prasle,100,120,1957,120049,49
4,adaptive-prasle,100,120,1634,120523,523
5,adaptive-prasle,100,120,1671,120438,438
6,adaptive-prasle,100,120,1541,120013,13
7,adaptive-prasle,100,120,1771,120277,277
8,adaptive-prasle,100,120,1856,120228,228
9,adaptive-prasle,100,120,1749,120084,84
10,adaptive-prasle,100,120,1457,121227,1227
