trial,algorithm,node_count,convergence_time_ms
2,prasle-line,100,2829
3,prasle-line,100,2730
1,prasle-line,100,2834
7,prasle-line,100,2911
6,prasle-line,100,2787
8,prasle-line,100,2825
5,prasle-line,100,2721
4,prasle-line,100,2729
14,prasle-line,100,2882
11,prasle-line,100,2741
9,prasle-line,100,2775
13,prasle-line,100,2809
10,prasle-line,100,2919
12,prasle-line,100,2864
16,prasle-line,100,2853
17,prasle-line,100,2886
15,prasle-line,100,2778
18,prasle-line,100,2801
20,prasle-line,100,2776
21,prasle-line,100,2923
19,prasle-line,100,2852
22,prasle-line,100,2967
24,prasle-line,100,3000
23,prasle-line,100,2934
25,prasle-line,100,2782
26,prasle-line,100,2854
28,prasle-line,100,2784
27,prasle-line,100,2905
29,prasle-line,100,2766
30,prasle-line,100,2823
31,prasle-line,100,2792
32,prasle-line,100,2735
34,prasle-line,100,2804
33,prasle-line,100,2823
38,prasle-line,100,2757
39,prasle-line,100,2725
35,prasle-line,100,2767
37,prasle-line,100,2971
40,prasle-line,100,2814
41,prasle-line,100,2824
42,prasle-line,100,2826
36,prasle-line,100,2790
44,prasle-line,100,2812
43,prasle-line,100,2821
46,prasle-line,100,2753
45,prasle-line,100,2760
48,prasle-line,100,2851
47,prasle-line,100,2840
50,prasle-line,100,2810
52,prasle-line,100,2869
49,prasle-line,100,2945
53,prasle-line,100,2758
55,prasle-line,100,2775
54,prasle-line,100,2824
51,prasle-line,100,2929
56,prasle-line,100,2914
57,prasle-line,100,2837
58,prasle-line,100,2802
59,prasle-line,100,2998
62,prasle-line,100,2772
61,prasle-line,100,2771
60,prasle-line,100,2748
63,prasle-line,100,2810
65,prasle-line,100,2785
64,prasle-line,100,2732
67,prasle-line,100,2858
66,prasle-line,100,2767
70,prasle-line,100,2962
68,prasle-line,100,2707
69,prasle-line,100,2855
71,prasle-line,100,2862
72,prasle-line,100,2893
73,prasle-line,100,2896
74,prasle-line,100,2770
76,prasle-line,100,2780
75,prasle-line,100,2728
79,prasle-line,100,2770
77,prasle-line,100,2812
78,prasle-line,100,2869
80,prasle-line,100,2764
82,prasle-line,100,2843
83,prasle-line,100,2800
81,prasle-line,100,2943
84,prasle-line,100,2866
85,prasle-line,100,2723
86,prasle-line,100,2804
87,prasle-line,100,2845
89,prasle-line,100,2761
88,prasle-line,100,2776
90,prasle-line,100,2797
92,prasle-line,100,2882
91,prasle-line,100,2807
93,prasle-line,100,2751
96,prasle-line,100,2765
94,prasle-line,100,2836
97,prasle-line,100,2840
95,prasle-line,100,2825
98,prasle-line,100,2736
99,prasle-line,100,2789
100,prasle-line,100,2765
