trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,prasle-mesh,100,3021,2939,1,83,true
2,prasle-mesh,100,2926,3039,27,52,true
3,prasle-mesh,100,2869,2858,1,62,true
4,prasle-mesh,100,2972,2988,37,98,true
5,prasle-mesh,100,2902,2930,1,62,true
6,prasle-mesh,100,2831,2951,1,66,true
7,prasle-mesh,100,2972,2919,1,95,true
8,prasle-mesh,100,2858,3061,31,77,true
9,prasle-mesh,100,2826,2849,1,99,true
10,prasle-mesh,100,2967,2877,1,99,true
