timestamp,node_id,algorithm,first_convergence_time_ms,elections_started,elections_completed,total_election_time_ms,messages_sent,messages_received,bytes_sent,bytes_received,leader_changes,current_leader,time_in_normal_ms,time_in_election_ms,time_in_waiting_ms,state_transitions,timeouts_detected,heartbeats_sent,heartbeats_received,current_state,am_leader,energest_cpu,energest_lpm,energest_tx,energest_rx,elections_won,elections_lost,msg_election_sent,msg_answer_sent,msg_coordinator_sent,msg_alive_sent,msg_election_recv,msg_answer_recv,msg_coordinator_recv,msg_alive_recv,duplicates_filtered,invalid_coordinators,coordinator_reannouncements,alive_adoptions
2754,3,bully,2754,1,1,2754,3,3,18,18,1,2,0,2754,0,2,0,0,0,NORMAL,0,2754000,0,5984,2748016,3,2,3,3,3,0,3,0,0,0,0,0,0,0
3197,4,bully,3197,1,1,3197,3,6,18,36,1,1,0,3197,0,2,0,0,0,NORMAL,0,3197000,0,5984,3191016,3,2,2,5,3,0,6,0,0,0,0,0,0,0
3503,8,bully,3503,1,1,3503,3,4,18,24,1,3,0,3503,0,2,0,0,0,NORMAL,0,3503000,0,5984,3497016,3,2,4,5,3,0,4,0,0,0,0,0,0,0
3060,7,bully,3060,1,1,3060,3,5,18,30,1,3,0,3060,0,2,0,0,0,NORMAL,0,3060000,0,5984,3054016,3,2,5,3,3,0,5,0,0,0,0,0,0,0
3639,5,bully,3639,1,1,3639,3,5,18,30,1,1,0,3639,0,2,0,0,0,NORMAL,0,3639000,0,5984,3633016,3,2,2,4,3,0,5,0,0,0,0,0,0,0
3618,6,bully,3618,1,1,3618,3,6,18,36,1,1,0,3618,0,2,0,0,0,NORMAL,0,3618000,0,5984,3612016,3,2,2,4,3,0,6,0,0,0,0,0,0,0
2924,10,bully,2924,1,1,2924,3,2,18,12,1,1,0,2924,0,2,0,0,0,NORMAL,0,2924000,0,5984,2918016,3,2,3,3,3,0,2,0,0,0,0,0,0,0
3312,2,bully,3312,1,1,3312,3,6,18,36,1,1,0,3312,0,2,0,0,0,NORMAL,0,3312000,0,5984,3306016,3,2,3,3,3,0,6,0,0,0,0,0,0,0
3481,9,bully,3481,1,1,3481,3,4,18,24,1,3,0,3481,0,2,0,0,0,NORMAL,0,3481000,0,5984,3475016,3,2,4,6,3,0,4,0,0,0,0,0,0,0
3333,1,bully,3333,1,1,3333,3,4,18,24,1,1,0,3333,0,2,0,0,0,LEADER,1,3333000,0,5984,3327016,4,1,4,1,3,0,4,0,0,0,0,0,0,0
5057,3,bully,2754,1,1,2754,6,9,36,54,1,2,2303,2754,0,2,0,0,0,NORMAL,0,5057000,0,14960,5042040,3,1,4,5,6,0,9,0,0,0,0,0,0,0
5500,4,bully,3197,1,1,3197,6,12,36,72,1,1,2303,3197,0,2,0,0,0,NORMAL,0,5500000,0,14960,5485040,3,1,5,5,6,0,12,0,0,0,0,0,0,0
