trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,prasle,5,3636,3176,1,3,true
2,prasle,5,3943,3529,1,3,true
3,prasle,5,3601,3385,1,3,true
4,prasle,5,3456,3192,1,3,true
5,prasle,5,3169,2821,1,3,true
6,prasle,5,3189,2999,1,3,true
7,prasle,5,3191,3330,1,3,true
8,prasle,5,3289,3752,1,3,true
9,prasle,5,3941,3037,1,3,true
10,prasle,5,3762,3805,1,3,true
