trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,adaptive-prasle-ring,10,2217,2028,5,10,true
2,adaptive-prasle-ring,10,2191,1679,5,10,true
3,adaptive-prasle-ring,10,1941,2009,5,10,true
4,adaptive-prasle-ring,10,1639,1897,5,10,true
5,adaptive-prasle-ring,10,2262,2053,5,10,true
6,adaptive-prasle-ring,10,1776,2244,5,10,true
7,adaptive-prasle-ring,10,1498,2273,5,10,true
8,adaptive-prasle-ring,10,1749,1697,5,10,true
9,adaptive-prasle-ring,10,1948,2056,5,10,true
10,adaptive-prasle-ring,10,1543,1776,5,10,true
