trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,prasle-line,50,2856,2945,25,35,true
2,prasle-line,50,3128,2910,21,30,true
3,prasle-line,50,2777,2895,1,42,true
4,prasle-line,50,3043,2800,1,30,true
5,prasle-line,50,3024,2789,1,31,true
6,prasle-line,50,2897,2899,23,45,true
7,prasle-line,50,3132,2898,23,35,true
8,prasle-line,50,3137,2947,1,45,true
9,prasle-line,50,2929,2860,1,48,true
10,prasle-line,50,2763,2844,1,41,true
