trial,algorithm,node_count,convergence_time_ms
7,ring,100,8083
11,ring,100,5467
3,ring,100,5846
8,ring,100,5305
4,ring,100,8399
6,ring,100,6327
12,ring,100,5041
13,ring,100,5046
1,ring,100,8260
9,ring,100,5164
5,ring,100,6630
10,ring,100,8632
2,ring,100,5605
14,ring,100,8227
15,ring,100,8399
18,ring,100,8798
17,ring,100,5860
20,ring,100,8581
19,ring,100,5839
16,ring,100,8394
24,ring,100,4823
23,ring,100,5923
25,ring,100,5733
22,ring,100,4750
21,ring,100,5823
27,ring,100,5178
26,ring,100,8041
28,ring,100,5196
29,ring,100,8119
30,ring,100,6250
32,ring,100,8111
34,ring,100,8556
37,ring,100,5887
33,ring,100,8201
35,ring,100,4962
38,ring,100,7878
31,ring,100,6006
39,ring,100,5964
36,ring,100,4720
41,ring,100,8136
40,ring,100,8504
42,ring,100,6812
43,ring,100,5980
46,ring,100,5343
45,ring,100,8083
44,ring,100,8320
47,ring,100,8326
48,ring,100,6314
49,ring,100,8424
53,ring,100,5943
51,ring,100,8128
52,ring,100,8294
50,ring,100,5014
54,ring,100,5722
55,ring,100,8294
58,ring,100,6437
56,ring,100,5734
57,ring,100,6323
60,ring,100,8591
61,ring,100,5207
62,ring,100,7710
59,ring,100,5564
63,ring,100,6179
65,ring,100,6112
66,ring,100,5653
67,ring,100,8520
68,ring,100,5159
64,ring,100,5050
69,ring,100,8253
71,ring,100,5217
72,ring,100,5717
70,ring,100,8496
74,ring,100,6154
77,ring,100,5382
78,ring,100,8157
73,ring,100,8192
76,ring,100,8337
75,ring,100,8510
80,ring,100,5899
81,ring,100,6007
79,ring,100,7912
82,ring,100,5666
83,ring,100,5083
85,ring,100,6094
84,ring,100,7934
87,ring,100,5179
86,ring,100,8312
90,ring,100,8224
93,ring,100,6478
89,ring,100,5767
88,ring,100,8461
94,ring,100,4901
91,ring,100,7927
95,ring,100,8864
97,ring,100,5715
98,ring,100,8756
96,ring,100,8575
99,ring,100,4915
100,ring,100,4909
