trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,adaptive-prasle-mesh,100,1557,1537,50,100,true
2,adaptive-prasle-mesh,100,1502,1642,50,100,true
3,adaptive-prasle-mesh,100,1520,1603,50,100,true
4,adaptive-prasle-mesh,100,1664,1463,50,100,true
5,adaptive-prasle-mesh,100,1782,1722,50,100,true
6,adaptive-prasle-mesh,100,1476,1535,50,100,true
7,adaptive-prasle-mesh,100,1530,1743,50,100,true
8,adaptive-prasle-mesh,100,1499,1501,50,100,true
9,adaptive-prasle-mesh,100,1528,1639,50,100,true
10,adaptive-prasle-mesh,100,1466,1631,50,100,true
