trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,adaptive-prasle,10,2155,2288,5,10,true
2,adaptive-prasle,10,2498,2317,5,10,true
3,adaptive-prasle,10,2234,1888,5,10,true
4,adaptive-prasle,10,1938,2216,5,10,true
5,adaptive-prasle,10,1977,2113,5,10,true
6,adaptive-prasle,10,1893,2361,5,10,true
7,adaptive-prasle,10,1451,1928,5,10,true
8,adaptive-prasle,10,1865,2277,5,10,true
9,adaptive-prasle,10,2416,1607,5,10,true
10,adaptive-prasle,10,1863,1778,5,10,true
11,adaptive-prasle,10,2367,1718,5,10,true
12,adaptive-prasle,10,1876,1467,5,10,true
13,adaptive-prasle,10,1758,1648,5,10,true
14,adaptive-prasle,10,1654,2023,5,10,true
15,adaptive-prasle,10,2117,2353,5,10,true
16,adaptive-prasle,10,2011,1833,5,10,true
17,adaptive-prasle,10,1674,1763,5,10,true
18,adaptive-prasle,10,1645,2206,5,10,true
19,adaptive-prasle,10,2192,1727,5,10,true
20,adaptive-prasle,10,2364,2069,5,10,true
21,adaptive-prasle,10,2442,1935,5,10,true
22,adaptive-prasle,10,1911,2506,5,10,true
23,adaptive-prasle,10,2002,1604,5,10,true
24,adaptive-prasle,10,2029,2032,5,10,true
25,adaptive-prasle,10,2290,1750,5,10,true
26,adaptive-prasle,10,1700,2328,5,10,true
27,adaptive-prasle,10,1986,2087,5,10,true
28,adaptive-prasle,10,1588,2068,5,10,true
29,adaptive-prasle,10,1564,2001,5,10,true
30,adaptive-prasle,10,1883,2413,5,10,true
31,adaptive-prasle,10,1786,2054,5,10,true
32,adaptive-prasle,10,1659,2006,5,10,true
33,adaptive-prasle,10,2074,2470,5,10,true
34,adaptive-prasle,10,2474,1966,5,10,true
35,adaptive-prasle,10,2343,1945,5,10,true
36,adaptive-prasle,10,1924,1831,5,10,true
37,adaptive-prasle,10,1691,2729,5,10,true
38,adaptive-prasle,10,2126,1692,5,10,true
39,adaptive-prasle,10,2068,1953,5,10,true
40,adaptive-prasle,10,2298,2279,5,10,true
41,adaptive-prasle,10,2536,1892,5,10,true
42,adaptive-prasle,10,2565,1543,5,10,true
43,adaptive-prasle,10,1923,2376,5,10,true
44,adaptive-prasle,10,1509,2264,5,10,true
45,adaptive-prasle,10,1958,1701,5,10,true
46,adaptive-prasle,10,2556,1825,5,10,true
47,adaptive-prasle,10,1976,1878,5,10,true
48,adaptive-prasle,10,1642,2028,5,10,true
49,adaptive-prasle,10,1786,2069,5,10,true
50,adaptive-prasle,10,2142,1557,5,10,true
51,adaptive-prasle,10,1807,1996,5,10,true
52,adaptive-prasle,10,2320,1758,5,10,true
53,adaptive-prasle,10,1941,1908,5,10,true
54,adaptive-prasle,10,2263,2392,5,10,true
55,adaptive-prasle,10,2082,2498,5,10,true
56,adaptive-prasle,10,2304,1920,5,10,true
57,adaptive-prasle,10,1580,2273,5,10,true
58,adaptive-prasle,10,2048,1911,5,10,true
59,adaptive-prasle,10,2153,2160,5,10,true
60,adaptive-prasle,10,2145,2277,5,10,true
61,adaptive-prasle,10,2006,2232,5,10,true
62,adaptive-prasle,10,2258,1699,5,10,true
63,adaptive-prasle,10,1847,1710,5,10,true
64,adaptive-prasle,10,1969,1777,5,10,true
65,adaptive-prasle,10,1895,2019,5,10,true
66,adaptive-prasle,10,2065,2225,5,10,true
67,adaptive-prasle,10,1627,1823,5,10,true
68,adaptive-prasle,10,2463,1837,5,10,true
69,adaptive-prasle,10,1592,2134,5,10,true
70,adaptive-prasle,10,1957,1912,5,10,true
71,adaptive-prasle,10,2341,1507,5,10,true
72,adaptive-prasle,10,1703,1901,5,10,true
73,adaptive-prasle,10,2265,2106,5,10,true
74,adaptive-prasle,10,1876,2268,5,10,true
75,adaptive-prasle,10,2172,1595,5,10,true
76,adaptive-prasle,10,1684,2101,5,10,true
77,adaptive-prasle,10,1528,1820,5,10,true
78,adaptive-prasle,10,2077,2212,5,10,true
79,adaptive-prasle,10,2377,2285,5,10,true
80,adaptive-prasle,10,2124,2458,5,10,true
81,adaptive-prasle,10,1628,2155,5,10,true
82,adaptive-prasle,10,2406,1867,5,10,true
83,adaptive-prasle,10,1566,2292,5,10,true
84,adaptive-prasle,10,2252,2465,5,10,true
85,adaptive-prasle,10,2133,1634,5,10,true
86,adaptive-prasle,10,1549,1944,5,10,true
87,adaptive-prasle,10,2361,2450,5,10,true
88,adaptive-prasle,10,2141,1968,5,10,true
89,adaptive-prasle,10,1847,1605,5,10,true
90,adaptive-prasle,10,2074,2227,5,10,true
91,adaptive-prasle,10,1974,2127,5,10,true
92,adaptive-prasle,10,2266,2045,5,10,true
93,adaptive-prasle,10,2019,2326,5,10,true
94,adaptive-prasle,10,1694,2279,5,10,true
95,adaptive-prasle,10,1873,2322,5,10,true
96,adaptive-prasle,10,1771,1922,5,10,true
97,adaptive-prasle,10,2113,1542,5,10,true
98,adaptive-prasle,10,1917,2199,5,10,true
99,adaptive-prasle,10,2424,2221,5,10,true
100,adaptive-prasle,10,1766,1888,5,10,true
