trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,adaptive-prasle,5,2319,2126,2,5,true
2,adaptive-prasle,5,2394,1720,2,5,true
3,adaptive-prasle,5,1884,2021,2,5,true
4,adaptive-prasle,5,1950,2160,2,5,true
5,adaptive-prasle,5,1905,2446,2,5,true
6,adaptive-prasle,5,1924,2525,2,5,true
7,adaptive-prasle,5,2088,1944,2,5,true
8,adaptive-prasle,5,2432,2294,2,5,true
9,adaptive-prasle,5,2279,2837,2,5,true
10,adaptive-prasle,5,2222,2305,2,5,true
11,adaptive-prasle,5,2328,1739,2,5,true
12,adaptive-prasle,5,1894,2734,2,5,true
13,adaptive-prasle,5,2111,2375,2,5,true
14,adaptive-prasle,5,2196,1914,2,5,true
15,adaptive-prasle,5,2361,2383,2,5,true
16,adaptive-prasle,5,2306,2432,2,5,true
17,adaptive-prasle,5,2331,1754,2,5,true
18,adaptive-prasle,5,2668,1748,2,5,true
19,adaptive-prasle,5,2372,2587,2,5,true
20,adaptive-prasle,5,2276,1789,2,5,true
21,adaptive-prasle,5,2301,2478,2,5,true
22,adaptive-prasle,5,2737,2434,2,5,true
23,adaptive-prasle,5,1865,1804,2,5,true
24,adaptive-prasle,5,2308,2331,2,5,true
25,adaptive-prasle,5,2365,2458,2,5,true
26,adaptive-prasle,5,1849,2153,2,5,true
27,adaptive-prasle,5,1708,2119,2,5,true
28,adaptive-prasle,5,2317,2173,2,5,true
29,adaptive-prasle,5,1668,2136,2,5,true
30,adaptive-prasle,5,1752,1791,2,5,true
31,adaptive-prasle,5,2382,2118,2,5,true
32,adaptive-prasle,5,1672,2450,2,5,true
33,adaptive-prasle,5,2063,2471,2,5,true
34,adaptive-prasle,5,2344,1696,2,5,true
35,adaptive-prasle,5,1701,1840,2,5,true
36,adaptive-prasle,5,2387,2521,2,5,true
37,adaptive-prasle,5,2375,2322,2,5,true
38,adaptive-prasle,5,1661,1946,2,5,true
39,adaptive-prasle,5,2856,1711,2,5,true
40,adaptive-prasle,5,2457,2332,2,5,true
41,adaptive-prasle,5,2744,1741,2,5,true
42,adaptive-prasle,5,1755,2304,2,5,true
43,adaptive-prasle,5,1986,1985,2,5,true
44,adaptive-prasle,5,2547,2422,2,5,true
45,adaptive-prasle,5,3029,1776,2,5,true
46,adaptive-prasle,5,2224,1777,2,5,true
47,adaptive-prasle,5,1883,2547,2,5,true
48,adaptive-prasle,5,2152,1775,2,5,true
49,adaptive-prasle,5,2174,2467,2,5,true
50,adaptive-prasle,5,2313,2428,2,5,true
51,adaptive-prasle,5,2733,2394,2,5,true
52,adaptive-prasle,5,1986,2425,2,5,true
53,adaptive-prasle,5,2140,2068,2,5,true
54,adaptive-prasle,5,1820,1777,2,5,true
55,adaptive-prasle,5,2115,2634,2,5,true
56,adaptive-prasle,5,2514,2400,2,5,true
57,adaptive-prasle,5,3076,2480,2,5,true
58,adaptive-prasle,5,2125,2327,2,5,true
59,adaptive-prasle,5,1814,1749,2,5,true
60,adaptive-prasle,5,2216,2336,2,5,true
61,adaptive-prasle,5,2368,2536,2,5,true
62,adaptive-prasle,5,2406,2275,2,5,true
63,adaptive-prasle,5,2607,1651,2,5,true
64,adaptive-prasle,5,1906,2414,2,5,true
65,adaptive-prasle,5,1994,1950,2,5,true
66,adaptive-prasle,5,1923,1814,2,5,true
67,adaptive-prasle,5,2557,1904,2,5,true
68,adaptive-prasle,5,2005,2577,2,5,true
69,adaptive-prasle,5,2594,2382,2,5,true
70,adaptive-prasle,5,1609,2312,2,5,true
71,adaptive-prasle,5,2598,1693,2,5,true
72,adaptive-prasle,5,2336,2481,2,5,true
73,adaptive-prasle,5,2040,2543,2,5,true
74,adaptive-prasle,5,2316,2085,2,5,true
75,adaptive-prasle,5,2464,1956,2,5,true
76,adaptive-prasle,5,2674,2196,2,5,true
77,adaptive-prasle,5,2309,2247,2,5,true
78,adaptive-prasle,5,2609,1934,2,5,true
79,adaptive-prasle,5,2067,1722,2,5,true
80,adaptive-prasle,5,1845,1484,2,5,true
81,adaptive-prasle,5,2546,2249,2,5,true
82,adaptive-prasle,5,2243,2589,2,5,true
83,adaptive-prasle,5,2330,2299,2,5,true
84,adaptive-prasle,5,2099,1755,2,5,true
85,adaptive-prasle,5,2022,2570,2,5,true
86,adaptive-prasle,5,2675,1840,2,5,true
87,adaptive-prasle,5,3038,1854,2,5,true
88,adaptive-prasle,5,1850,2319,2,5,true
89,adaptive-prasle,5,2676,2021,2,5,true
90,adaptive-prasle,5,2128,2097,2,5,true
91,adaptive-prasle,5,1983,2258,2,5,true
92,adaptive-prasle,5,2460,2353,2,5,true
93,adaptive-prasle,5,2623,1906,2,5,true
94,adaptive-prasle,5,2705,1801,2,5,true
95,adaptive-prasle,5,1667,2433,2,5,true
96,adaptive-prasle,5,2867,2169,2,5,true
97,adaptive-prasle,5,1964,2022,2,5,true
98,adaptive-prasle,5,2459,1932,2,5,true
99,adaptive-prasle,5,2486,2486,2,5,true
100,adaptive-prasle,5,2422,2511,2,5,true
