trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,adaptive-prasle-line,100,1497,1640,50,100,true
2,adaptive-prasle-line,100,1517,1577,50,100,true
3,adaptive-prasle-line,100,1598,1660,50,100,true
4,adaptive-prasle-line,100,1662,1573,50,100,true
5,adaptive-prasle-line,100,1525,1604,50,100,true
6,adaptive-prasle-line,100,1660,1576,50,100,true
7,adaptive-prasle-line,100,1683,1641,50,100,true
8,adaptive-prasle-line,100,1608,1511,50,100,true
9,adaptive-prasle-line,100,1619,1642,50,100,true
10,adaptive-prasle-line,100,1694,1618,50,100,true
