trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,adaptive-prasle-mesh,5,2429,2134,2,5,true
2,adaptive-prasle-mesh,5,2542,1975,2,5,true
3,adaptive-prasle-mesh,5,2755,1978,2,5,true
4,adaptive-prasle-mesh,5,2280,2348,2,5,true
5,adaptive-prasle-mesh,5,1842,1651,2,5,true
6,adaptive-prasle-mesh,5,1712,2386,2,5,true
7,adaptive-prasle-mesh,5,1883,2666,2,5,true
8,adaptive-prasle-mesh,5,1763,2226,2,5,true
9,adaptive-prasle-mesh,5,2625,1868,2,5,true
10,adaptive-prasle-mesh,5,2241,2375,2,5,true
