trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,prasle-mesh,50,3112,2901,1,40,true
2,prasle-mesh,50,2886,3024,1,30,true
3,prasle-mesh,50,2995,2996,1,44,true
4,prasle-mesh,50,3023,2979,1,37,true
5,prasle-mesh,50,2816,2795,25,32,true
6,prasle-mesh,50,2846,3107,22,43,true
7,prasle-mesh,50,3300,2908,22,30,true
8,prasle-mesh,50,3023,2881,19,26,true
9,prasle-mesh,50,2786,2864,1,36,true
10,prasle-mesh,50,2803,2805,23,39,true
11,prasle-mesh,50,3090,2804,20,34,true
12,prasle-mesh,50,3019,2863,1,43,true
13,prasle-mesh,50,2908,2853,18,28,true
14,prasle-mesh,50,2839,2890,24,31,true
15,prasle-mesh,50,3059,2825,1,32,true
16,prasle-mesh,50,2898,3073,1,34,true
17,prasle-mesh,50,2768,2869,15,42,true
18,prasle-mesh,50,3030,2891,22,33,true
19,prasle-mesh,50,2783,2862,1,35,true
20,prasle-mesh,50,2798,2810,20,30,true
21,prasle-mesh,50,3086,2834,1,35,true
22,prasle-mesh,50,2759,2933,1,28,true
23,prasle-mesh,50,2877,2817,1,26,true
24,prasle-mesh,50,3064,2907,19,50,true
25,prasle-mesh,50,2736,2957,1,28,true
26,prasle-mesh,50,3206,2848,16,34,true
27,prasle-mesh,50,2899,3122,25,48,true
28,prasle-mesh,50,2853,2956,1,42,true
29,prasle-mesh,50,2766,3024,1,37,true
30,prasle-mesh,50,2984,2804,1,35,true
31,prasle-mesh,50,2866,2950,1,37,true
32,prasle-mesh,50,3049,2793,1,48,true
33,prasle-mesh,50,2960,3101,25,45,true
34,prasle-mesh,50,2906,3213,16,43,true
35,prasle-mesh,50,2891,2993,1,29,true
36,prasle-mesh,50,3054,2870,24,43,true
37,prasle-mesh,50,2886,2949,25,47,true
38,prasle-mesh,50,2969,2736,23,45,true
39,prasle-mesh,50,2988,2785,17,49,true
40,prasle-mesh,50,2888,2800,1,45,true
41,prasle-mesh,50,2778,2930,1,37,true
42,prasle-mesh,50,3061,2804,21,30,true
43,prasle-mesh,50,3034,2899,1,43,true
44,prasle-mesh,50,2848,2939,1,48,true
45,prasle-mesh,50,2993,3107,1,48,true
46,prasle-mesh,50,2997,3002,21,50,true
47,prasle-mesh,50,2976,2806,1,44,true
48,prasle-mesh,50,2901,2949,17,41,true
49,prasle-mesh,50,2827,2717,23,42,true
50,prasle-mesh,50,3253,2906,1,34,true
51,prasle-mesh,50,3151,3020,1,46,true
52,prasle-mesh,50,2911,2932,1,49,true
53,prasle-mesh,50,2882,3044,1,32,true
54,prasle-mesh,50,3028,2930,17,36,true
55,prasle-mesh,50,3108,2783,16,30,true
56,prasle-mesh,50,3115,2889,1,48,true
57,prasle-mesh,50,2939,2784,1,50,true
58,prasle-mesh,50,2876,2799,23,49,true
59,prasle-mesh,50,3111,2809,1,40,true
60,prasle-mesh,50,3205,2908,1,33,true
61,prasle-mesh,50,2960,3058,1,48,true
62,prasle-mesh,50,3192,2948,1,45,true
63,prasle-mesh,50,2805,2913,1,48,true
64,prasle-mesh,50,3069,2993,23,45,true
65,prasle-mesh,50,2941,3062,1,28,true
66,prasle-mesh,50,2893,3078,1,35,true
67,prasle-mesh,50,2756,2798,20,40,true
68,prasle-mesh,50,2947,2982,1,32,true
69,prasle-mesh,50,3092,2960,24,32,true
70,prasle-mesh,50,3078,3121,22,41,true
71,prasle-mesh,50,3002,2846,1,37,true
72,prasle-mesh,50,2789,3040,21,26,true
73,prasle-mesh,50,2803,2873,1,49,true
74,prasle-mesh,50,2761,2930,20,40,true
75,prasle-mesh,50,2918,2935,25,32,true
76,prasle-mesh,50,2798,2944,1,39,true
77,prasle-mesh,50,3059,2900,1,37,true
78,prasle-mesh,50,2890,2800,1,29,true
79,prasle-mesh,50,2808,2901,1,37,true
80,prasle-mesh,50,2866,2844,23,35,true
81,prasle-mesh,50,2856,2862,1,40,true
82,prasle-mesh,50,2736,2963,1,40,true
83,prasle-mesh,50,2846,2850,1,46,true
84,prasle-mesh,50,2901,2986,18,40,true
85,prasle-mesh,50,2821,2730,23,36,true
86,prasle-mesh,50,2921,2922,1,35,true
87,prasle-mesh,50,2867,2881,24,27,true
88,prasle-mesh,50,2962,3149,1,46,true
89,prasle-mesh,50,3113,2865,1,35,true
90,prasle-mesh,50,2820,2874,1,28,true
91,prasle-mesh,50,2977,2830,19,35,true
92,prasle-mesh,50,3022,2959,25,41,true
93,prasle-mesh,50,3056,2925,1,47,true
94,prasle-mesh,50,2886,2833,1,38,true
95,prasle-mesh,50,3022,2806,1,43,true
96,prasle-mesh,50,3211,3038,22,34,true
97,prasle-mesh,50,2950,2832,1,49,true
98,prasle-mesh,50,2770,2813,1,32,true
99,prasle-mesh,50,2897,2809,1,34,true
100,prasle-mesh,50,3004,2838,25,27,true
