trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,adaptive-prasle-ring,50,1671,1602,25,50,true
2,adaptive-prasle-ring,50,1569,1468,25,50,true
3,adaptive-prasle-ring,50,1449,1548,25,50,true
4,adaptive-prasle-ring,50,1585,1519,25,50,true
5,adaptive-prasle-ring,50,1620,1503,25,50,true
6,adaptive-prasle-ring,50,1651,1540,25,50,true
7,adaptive-prasle-ring,50,1674,1588,25,50,true
8,adaptive-prasle-ring,50,1821,1610,25,50,true
9,adaptive-prasle-ring,50,1589,1521,25,50,true
10,adaptive-prasle-ring,50,1729,1625,25,50,true
11,adaptive-prasle-ring,50,1798,1489,25,50,true
12,adaptive-prasle-ring,50,1789,1634,25,50,true
13,adaptive-prasle-ring,50,1669,1608,25,50,true
14,adaptive-prasle-ring,50,1963,1552,25,50,true
15,adaptive-prasle-ring,50,1510,1740,25,50,true
16,adaptive-prasle-ring,50,1458,1806,25,50,true
17,adaptive-prasle-ring,50,1615,1731,25,50,true
18,adaptive-prasle-ring,50,1742,1713,25,50,true
19,adaptive-prasle-ring,50,1782,1486,25,50,true
20,adaptive-prasle-ring,50,1702,1661,25,50,true
21,adaptive-prasle-ring,50,1684,1559,25,50,true
22,adaptive-prasle-ring,50,1571,1663,25,50,true
23,adaptive-prasle-ring,50,1677,1704,25,50,true
24,adaptive-prasle-ring,50,1655,1631,25,50,true
25,adaptive-prasle-ring,50,1652,1648,25,50,true
26,adaptive-prasle-ring,50,1637,1637,25,50,true
27,adaptive-prasle-ring,50,1542,1540,25,50,true
28,adaptive-prasle-ring,50,1773,1802,25,50,true
29,adaptive-prasle-ring,50,1565,1612,25,50,true
30,adaptive-prasle-ring,50,1642,1745,25,50,true
31,adaptive-prasle-ring,50,1717,1756,25,50,true
32,adaptive-prasle-ring,50,1638,1687,25,50,true
33,adaptive-prasle-ring,50,1896,1651,25,50,true
34,adaptive-prasle-ring,50,1876,1693,25,50,true
35,adaptive-prasle-ring,50,1801,1673,25,50,true
36,adaptive-prasle-ring,50,1816,1681,25,50,true
37,adaptive-prasle-ring,50,1755,1732,25,50,true
38,adaptive-prasle-ring,50,1598,1737,25,50,true
39,adaptive-prasle-ring,50,1604,1629,25,50,true
40,adaptive-prasle-ring,50,1577,1626,25,50,true
41,adaptive-prasle-ring,50,1573,1789,25,50,true
42,adaptive-prasle-ring,50,1576,1617,25,50,true
43,adaptive-prasle-ring,50,1747,1745,25,50,true
44,adaptive-prasle-ring,50,1635,1813,25,50,true
45,adaptive-prasle-ring,50,1751,1892,25,50,true
46,adaptive-prasle-ring,50,1639,1532,25,50,true
47,adaptive-prasle-ring,50,1459,1578,25,50,true
48,adaptive-prasle-ring,50,1531,1852,25,50,true
49,adaptive-prasle-ring,50,1730,1602,25,50,true
